codcidade,nome,uf,dataatual,codexterno,dataexportacao,liberado,pais,codunidadeembarque,datadigitacao,usuarioins,usuarioalt,codibge,obs,lat,lon,raio,codsiafi,taxaiss,checklist
4295,QUATRO BARRAS,PR,,,,S,BRASIL,,,SAT,SAT,4120804,,-253.773,-48.999,,7795,,
4296,RIO BRANCO DO SUL,PR,,,,S,BRASIL,,,SAT,SAT,4122206,,-250.403,-493.559,,7821,,
4297,SAO JOSE DOS PINHAIS,PR,,,,S,BRASIL,,,SAT,SAT,4125506,,-256.695,-490.882,,7885,,
4298,TUNAS DO PARANA,PR,,,,S,BRASIL,,,SAT,SAT,4127882,,-249.675,-48.866,,5455,,
4299,ANTONINA,PR,,,,S,BRASIL,,,SAT,SAT,4101200,,-252.842,-487.204,,7421,,
4300,GUARAQUECABA,PR,,,,S,BRASIL,,,SAT,SAT,4109500,,-251.516,-483.595,,7585,,
4301,GUARATUBA,PR,,,,S,BRASIL,,,SAT,SAT,4109609,,-258.034,-48.804,,7587,,
4302,MATINHOS,PR,,,,S,BRASIL,,,SAT,SAT,4115705,,-257.611,-485.729,,7963,,
4303,MORRETES,PR,,,,S,BRASIL,,,SAT,SAT,4116208,,-255.308,-488.743,,7709,,
4305,PONTAL DO PARANA,PR,,,,S,BRASIL,,,SAT,SAT,4119954,,-256.533,-485.128,,0870,,
4306,AGUDOS DO SUL,PR,,,,S,BRASIL,,,SAT,SAT,4100301,,-260.462,-493.119,,7405,,
4307,CAMPO DO TENENTE,PR,,,,S,BRASIL,,,SAT,SAT,4104105,,-259.579,-496.594,,7479,,
4308,PIEN,PR,,,,S,BRASIL,,,SAT,SAT,4119103,,-260.865,-494.564,,7761,,
4309,QUITANDINHA,PR,,,,S,BRASIL,,,SAT,SAT,4121208,,-259.013,-495.052,,7801,,
4310,RIO NEGRO,PR,,,,S,BRASIL,,,SAT,SAT,4122305,,-26.09,-497.158,,7823,,
4311,TIJUCAS DO SUL,PR,,,,S,BRASIL,,,SAT,SAT,4127601,,-258.985,-491.178,,7925,,
4312,ANCHIETA,SC,,,,S,BRASIL,,,SAT,SAT,4200804,,-265.267,-533.546,,8015,,
4313,BANDEIRANTE,SC,,,,S,BRASIL,,,SAT,SAT,4202081,,-267.686,-536.491,,0892,,
4314,BARRA BONITA,SC,,,,S,BRASIL,,,SAT,SAT,4202099,,-266.854,-534.139,,0894,,
4315,BELMONTE,SC,,,,S,BRASIL,,,SAT,SAT,4202156,,-268.532,-53.614,,5745,,
4316,DESCANSO,SC,,,,S,BRASIL,,,SAT,SAT,4204905,,-268.738,-534.842,,8095,,
4317,DIONISIO CERQUEIRA,SC,,,,S,BRASIL,,,SAT,SAT,4205001,,-263.334,-53.534,,8097,,
4318,GUARACIABA,SC,,,,S,BRASIL,,,SAT,SAT,4206405,,-265.739,-535.979,,8125,,
4319,GUARUJA DO SUL,SC,,,,S,BRASIL,,,SAT,SAT,4206603,,-264.056,-534.721,,8129,,
4320,IPORA DO OESTE,SC,,,,S,BRASIL,,,SAT,SAT,4207650,,-269.916,-534.902,,9951,,
4321,ITAPIRANGA,SC,,,,S,BRASIL,,,SAT,SAT,4208401,,-271.006,-537.216,,8165,,
4322,MONDAI,SC,,,,S,BRASIL,,,SAT,SAT,4211009,,-27.084,-534.397,,8215,,
4323,PALMA SOLA,SC,,,,S,BRASIL,,,SAT,SAT,4212007,,-263.915,-533.317,,8235,,
4324,PARAISO,SC,,,,S,BRASIL,,,SAT,SAT,4212239,,-266.687,-536.855,,5747,,
4325,PRINCESA,SC,,,,S,BRASIL,,,SAT,SAT,4214151,,-264.322,-536.248,,0934,,
4326,RIQUEZA,SC,,,,S,BRASIL,,,SAT,SAT,4215075,,-269.819,-533.396,,5749,,
4327,ROMELANDIA,SC,,,,S,BRASIL,,,SAT,SAT,4215208,,-266.724,-533.109,,8299,,
4328,SANTA HELENA,SC,,,,S,BRASIL,,,SAT,SAT,4215554,,-269.235,-53.609,,5751,,
4329,SAO JOAO DO OESTE,SC,,,,S,BRASIL,,,SAT,SAT,4216255,,-270.831,-535.922,,5753,,
4330,SAO JOSE DO CEDRO,SC,,,,S,BRASIL,,,SAT,SAT,4216701,,-264.813,-535.628,,8329,,
4331,SAO MIGUEL DO OESTE,SC,,,,S,BRASIL,,,SAT,SAT,4217204,,-267.187,-535.194,,8339,,
4332,TUNAPOLIS,SC,,,,S,BRASIL,,,SAT,SAT,4218756,,-269.925,-536.562,,9991,,
4333,AGUAS DE CHAPECO,SC,,,,S,BRASIL,,,SAT,SAT,4200507,,-270.723,-529.639,,8009,,
4334,AGUAS FRIAS,SC,,,,S,BRASIL,,,SAT,SAT,4200556,,-268.576,-528.506,,5577,,
4335,BOM JESUS DO OESTE,SC,,,,S,BRASIL,,,SAT,SAT,4202578,,-266.905,-530.967,,0902,,
4336,CAIBI,SC,,,,S,BRASIL,,,SAT,SAT,4203105,,-270.342,-532.784,,8059,,
4337,CAMPO ERE,SC,,,,S,BRASIL,,,SAT,SAT,4203501,,-264.583,-531.826,,8067,,
4338,CAXAMBU DO SUL,SC,,,,S,BRASIL,,,SAT,SAT,4204103,,-271.309,-529.186,,8079,,
4339,CHAPECO,SC,,,,S,BRASIL,,,SAT,SAT,4204202,,-271.192,-526.615,,8081,,
4340,CORDILHEIRA ALTA,SC,,,,S,BRASIL,,,SAT,SAT,4204350,,-269.755,-52.633,,5579,,
4341,CORONEL FREITAS,SC,,,,S,BRASIL,,,SAT,SAT,4204400,,-268.943,-527.633,,8085,,
4342,CUNHA PORA,SC,,,,S,BRASIL,,,SAT,SAT,4204707,,-268.661,-532.102,,8091,,
4343,CUNHATAI,SC,,,,S,BRASIL,,,SAT,SAT,4204756,,-269.774,-531.079,,0910,,
4344,FLOR DO SERTAO,SC,,,,S,BRASIL,,,SAT,SAT,4205357,,-267.564,-533.368,,0916,,
4345,FORMOSA DO SUL,SC,,,,S,BRASIL,,,SAT,SAT,4205431,,-26.647,-528.043,,5581,,
4346,GUATAMBU,SC,,,,S,BRASIL,,,SAT,SAT,4206652,,-271.105,-527.894,,5583,,
4347,IRACEMINHA,SC,,,,S,BRASIL,,,SAT,SAT,4207759,,-26.855,-533.185,,9953,,
4348,IRATI,SC,,,,S,BRASIL,,,SAT,SAT,4207858,,-266.411,-528.996,,5585,,
4349,JARDINOPOLIS,SC,,,,S,BRASIL,,,SAT,SAT,4208955,,-267.355,-528.946,,5587,,
4350,MARAVILHA,SC,,,,S,BRASIL,,,SAT,SAT,4210506,,-26.758,-531.828,,8205,,
4351,MODELO,SC,,,,S,BRASIL,,,SAT,SAT,4210902,,-267.729,-530.504,,8213,,
4352,NOVA ERECHIM,SC,,,,S,BRASIL,,,SAT,SAT,4211405,,-26.913,-528.985,,8223,,
4353,NOVA ITABERABA,SC,,,,S,BRASIL,,,SAT,SAT,4211454,,-269.316,-528.401,,5589,,
4354,NOVO HORIZONTE,SC,,,,S,BRASIL,,,SAT,SAT,4211652,,-264.966,-52.781,,5591,,
4355,PALMITOS,SC,,,,S,BRASIL,,,SAT,SAT,4212106,,-270.807,-531.781,,8237,,
4356,PINHALZINHO,SC,,,,S,BRASIL,,,SAT,SAT,4212908,,-268.193,-529.764,,8253,,
4357,PLANALTO ALEGRE,SC,,,,S,BRASIL,,,SAT,SAT,4213153,,-270.735,-52.855,,5593,,
4358,QUILOMBO,SC,,,,S,BRASIL,,,SAT,SAT,4214201,,-267.264,-526.767,,8279,,
4359,SALTINHO,SC,,,,S,BRASIL,,,SAT,SAT,4215356,,-265.837,-530.257,,0936,,
4360,SANTA TEREZINHA DO PROGRESSO,SC,,,,S,BRASIL,,,SAT,SAT,4215687,,-265.987,-531.842,,0938,,
4361,SANTIAGO DO SUL,SC,,,,S,BRASIL,,,SAT,SAT,4215695,,-266.306,-526.747,,0940,,
4362,SAO BERNARDINO,SC,,,,S,BRASIL,,,SAT,SAT,4215752,,-264.626,-529.692,,0942,,
4363,SAO CARLOS,SC,,,,S,BRASIL,,,SAT,SAT,4216008,,-270.445,-530.355,,8315,,
4364,SAO LOURENCO DO OESTE,SC,,,,S,BRASIL,,,SAT,SAT,4216909,,-264.566,-528.551,,8333,,
4365,SAO MIGUEL DA BOA VISTA,SC,,,,S,BRASIL,,,SAT,SAT,4217154,,-26.686,-532.572,,5755,,
4366,SAUDADES,SC,,,,S,BRASIL,,,SAT,SAT,4217303,,-26.879,-530.404,,8341,,
4367,SERRA ALTA,SC,,,,S,BRASIL,,,SAT,SAT,4217550,,-267.024,-53.014,,9989,,
4368,SUL BRASIL,SC,,,,S,BRASIL,,,SAT,SAT,4217758,,-267.069,-529.435,,5595,,
4369,TIGRINHOS,SC,,,,S,BRASIL,,,SAT,SAT,4217956,,-266.657,-531.612,,0946,,
4370,UNIAO DO OESTE,SC,,,,S,BRASIL,,,SAT,SAT,4218855,,-267.998,-528.926,,9973,,
4371,ABELARDO LUZ,SC,,,,S,BRASIL,,,SAT,SAT,4200101,,-265.983,-522.232,,8001,,
4372,BOM JESUS,SC,,,,S,BRASIL,,,SAT,SAT,4202537,,-267.408,-523.918,,0900,,
4373,CORONEL MARTINS,SC,,,,S,BRASIL,,,SAT,SAT,4204459,,-265.477,-526.739,,5735,,
4374,ENTRE RIOS,SC,,,,S,BRASIL,,,SAT,SAT,4205175,,-267.314,-52.597,,0912,,
4375,FAXINAL DOS GUEDES,SC,,,,S,BRASIL,,,SAT,SAT,4205308,,-268.315,-522.621,,8103,,
4376,GALVAO,SC,,,,S,BRASIL,,,SAT,SAT,4205605,,-264.588,-526.854,,8109,,
4377,IPUACU,SC,,,,S,BRASIL,,,SAT,SAT,4207684,,-266.708,-524.826,,5737,,
4378,JUPIA,SC,,,,S,BRASIL,,,SAT,SAT,4209177,,-26.411,-52.731,,0924,,
4379,LAJEADO GRANDE,SC,,,,S,BRASIL,,,SAT,SAT,4209458,,-268.505,-525.407,,5739,,
4380,MAREMA,SC,,,,S,BRASIL,,,SAT,SAT,4210555,,-267.977,-526.205,,9963,,
4381,OURO VERDE,SC,,,,S,BRASIL,,,SAT,SAT,4211850,,-267.326,-522.715,,5741,,
4382,PASSOS MAIA,SC,,,,S,BRASIL,,,SAT,SAT,4212270,,-267.077,-519.472,,5743,,
4383,PONTE SERRADA,SC,,,,S,BRASIL,,,SAT,SAT,4213401,,-268.605,-519.107,,8263,,
4384,SAO DOMINGOS,SC,,,,S,BRASIL,,,SAT,SAT,4216107,,-265.643,-525.569,,8317,,
4385,VARGEAO,SC,,,,S,BRASIL,,,SAT,SAT,4219101,,-268.443,-521.533,,8375,,
4386,XANXERE,SC,,,,S,BRASIL,,,SAT,SAT,4219507,,-268.667,-524.149,,8383,,
4387,XAXIM,SC,,,,S,BRASIL,,,SAT,SAT,4219705,,-269.869,-525.161,,8387,,
4388,AGUA DOCE,SC,,,,S,BRASIL,,,SAT,SAT,4200408,,-267.969,-516.364,,8007,,
4389,ARROIO TRINTA,SC,,,,S,BRASIL,,,SAT,SAT,4201604,,-269.162,-513.453,,8031,,
4390,CACADOR,SC,,,,S,BRASIL,,,SAT,SAT,4203006,,-267.683,-511.197,,8057,,
4391,CALMON,SC,,,,S,BRASIL,,,SAT,SAT,4203154,,-266.404,-510.244,,5553,,
4392,CAPINZAL,SC,,,,S,BRASIL,,,SAT,SAT,4203907,,-274.297,-516.571,,8075,,
4393,CATANDUVAS,SC,,,,S,BRASIL,,,SAT,SAT,4204004,,-270.539,-517.239,,8077,,
4394,ERVAL VELHO,SC,,,,S,BRASIL,,,SAT,SAT,4205209,,-272.903,-513.865,,8101,,
4395,FRAIBURGO,SC,,,,S,BRASIL,,,SAT,SAT,4205506,,-270.479,-508.069,,8107,,
4396,HERVAL D`OESTE,SC,,,,S,BRASIL,,,SAT,SAT,4206702,,-272.041,-514.203,,8131,,
4397,IBIAM,SC,,,,S,BRASIL,,,SAT,SAT,4206751,,-272.094,-512.223,,0920,,
4398,IBICARE,SC,,,,S,BRASIL,,,SAT,SAT,4206801,,-270.974,-513.714,,8133,,
4399,IOMERE,SC,,,,S,BRASIL,,,SAT,SAT,4207577,,-269.859,-512.605,,0922,,
4400,JABORA,SC,,,,S,BRASIL,,,SAT,SAT,4208609,,-271.285,-517.987,,8169,,
4401,JOACABA,SC,,,,S,BRASIL,,,SAT,SAT,4209003,,-271.537,-51.592,,8177,,
4402,LACERDOPOLIS,SC,,,,S,BRASIL,,,SAT,SAT,4209201,,-272.535,-51.585,,8181,,
4403,LEBON REGIS,SC,,,,S,BRASIL,,,SAT,SAT,4209706,,-268.852,-506.781,,8191,,
4404,LUZERNA,SC,,,,S,BRASIL,,,SAT,SAT,4210035,,-270.766,-514.935,,0926,,
4405,MACIEIRA,SC,,,,S,BRASIL,,,SAT,SAT,4210050,,-268.107,-513.434,,5575,,
4406,MATOS COSTA,SC,,,,S,BRASIL,,,SAT,SAT,4210704,,-264.836,-511.629,,8209,,
4407,OURO,SC,,,,S,BRASIL,,,SAT,SAT,4211801,,-27.287,-516.816,,8231,,
4408,PINHEIRO PRETO,SC,,,,S,BRASIL,,,SAT,SAT,4213005,,-270.546,-512.271,,8255,,
4409,RIO DAS ANTAS,SC,,,,S,BRASIL,,,SAT,SAT,4214409,,-269.073,-510.296,,8283,,
4410,SALTO VELOSO,SC,,,,S,BRASIL,,,SAT,SAT,4215406,,-269.082,-514.147,,8303,,
4411,TANGARA,SC,,,,S,BRASIL,,,SAT,SAT,4217907,,-271.259,-510.994,,8353,,
4412,TREZE TILIAS,SC,,,,S,BRASIL,,,SAT,SAT,4218509,,-269.573,-514.318,,8363,,
4413,VARGEM BONITA,SC,,,,S,BRASIL,,,SAT,SAT,4219176,,-26.933,-517.464,,5565,,
4414,VIDEIRA,SC,,,,S,BRASIL,,,SAT,SAT,4219309,,-270.344,-511.016,,8379,,
4415,ALTO BELA VISTA,SC,,,,S,BRASIL,,,SAT,SAT,4200754,,-27.41,-519.315,,0886,,
4416,ARABUTA,SC,,,,S,BRASIL,,,SAT,SAT,4201273,,-271.414,-521.813,,5597,,
4417,ARVOREDO,SC,,,,S,BRASIL,,,SAT,SAT,4201653,,-270.691,-524.489,,5599,,
4418,CONCORDIA,SC,,,,S,BRASIL,,,SAT,SAT,4204301,,-272.294,-520.011,,8083,,
4419,IPIRA,SC,,,,S,BRASIL,,,SAT,SAT,4207601,,-273.872,-517.971,,8149,,
4420,IPUMIRIM,SC,,,,S,BRASIL,,,SAT,SAT,4207700,,-270.478,-521.402,,8151,,
4421,IRANI,SC,,,,S,BRASIL,,,SAT,SAT,4207809,,-270.363,-519.178,,8153,,
4422,ITA,SC,,,,S,BRASIL,,,SAT,SAT,4208005,,-272.311,-523.097,,8157,,
4423,LINDOIA DO SUL,SC,,,,S,BRASIL,,,SAT,SAT,4209854,,-270.325,-520.406,,9961,,
4424,PAIAL,SC,,,,S,BRASIL,,,SAT,SAT,4211876,,-27.203,-524.755,,0928,,
4425,PERITIBA,SC,,,,S,BRASIL,,,SAT,SAT,4212601,,-273.484,-518.869,,8247,,
4426,PIRATUBA,SC,,,,S,BRASIL,,,SAT,SAT,4213104,,-274.562,-517.747,,8257,,
4427,PRESIDENTE CASTELLO BRANCO,SC,,,,S,BRASIL,,,SAT,SAT,4213906,,-272.365,-51.78,,8273,,
4428,SEARA,SC,,,,S,BRASIL,,,SAT,SAT,4217501,,-271.448,-523.486,,8345,,
4429,XAVANTINA,SC,,,,S,BRASIL,,,SAT,SAT,4219606,,-269.882,-523.291,,8385,,
4430,BELA VISTA DO TOLDO,SC,,,,S,BRASIL,,,SAT,SAT,4202131,,-264.594,-505.106,,0896,,
4431,CANOINHAS,SC,,,,S,BRASIL,,,SAT,SAT,4203808,,-26.272,-505.014,,8073,,
4432,IRINEOPOLIS,SC,,,,S,BRASIL,,,SAT,SAT,4207908,,-263.332,-507.833,,8155,,
4433,ITAIOPOLIS,SC,,,,S,BRASIL,,,SAT,SAT,4208104,,-264.761,-499.046,,8159,,
4434,MAFRA,SC,,,,S,BRASIL,,,SAT,SAT,4210100,,-262.794,-498.441,,8199,,
4435,MAJOR VIEIRA,SC,,,,S,BRASIL,,,SAT,SAT,4210308,,-264.948,-503.271,,8203,,
4436,MONTE CASTELO,SC,,,,S,BRASIL,,,SAT,SAT,4211108,,-266.165,-502.885,,8217,,
4437,PAPANDUVA,SC,,,,S,BRASIL,,,SAT,SAT,4212205,,-264.763,-501.747,,8239,,
4438,PORTO UNIAO,SC,,,,S,BRASIL,,,SAT,SAT,4213609,,-263.924,-510.115,,8267,,
4439,SANTA TEREZINHA,SC,,,,S,BRASIL,,,SAT,SAT,4215679,,-266.696,-500.134,,5555,,
4440,TIMBO GRANDE,SC,,,,S,BRASIL,,,SAT,SAT,4218251,,-266.246,-506.355,,9971,,
4441,TRES BARRAS,SC,,,,S,BRASIL,,,SAT,SAT,4218301,,-261.651,-502.714,,8359,,
4442,CAMPO ALEGRE,SC,,,,S,BRASIL,,,SAT,SAT,4203303,,-260.853,-491.875,,8063,,
4443,RIO NEGRINHO,SC,,,,S,BRASIL,,,SAT,SAT,4215000,,-264.157,-495.678,,8295,,
4444,SAO BENTO DO SUL,SC,,,,S,BRASIL,,,SAT,SAT,4215802,,-263.121,-493.832,,8311,,
4445,ARAQUARI,SC,,,,S,BRASIL,,,SAT,SAT,4201307,,-264.683,-488.008,,8025,,
4446,BALNEARIO BARRA DO SUL,SC,,,,S,BRASIL,,,SAT,SAT,4202057,,-264.189,-486.515,,5549,,
4447,CORUPA,SC,,,,S,BRASIL,,,SAT,SAT,4204509,,-264.237,-493.179,,8087,,
4448,GARUVA,SC,,,,S,BRASIL,,,SAT,SAT,4205803,,-260.605,-488.708,,8115,,
4449,GUARAMIRIM,SC,,,,S,BRASIL,,,SAT,SAT,4206504,,-264.607,-489.371,,8127,,
4450,ITAPOA,SC,,,,S,BRASIL,,,SAT,SAT,4208450,,-260.455,-486.687,,9985,,
4451,JARAGUA DO SUL,SC,,,,S,BRASIL,,,SAT,SAT,4208906,,-264.281,-491.467,,8175,,
4452,JOINVILLE,SC,,,,S,BRASIL,,,SAT,SAT,4209102,,-262.659,-489.987,,8179,,
4453,MASSARANDUBA,SC,,,,S,BRASIL,,,SAT,SAT,4210605,,-266.198,-489.821,,8207,,
4454,SAO FRANCISCO DO SUL,SC,,,,S,BRASIL,,,SAT,SAT,4216206,,-262.655,-486.325,,8319,,
4455,SCHROEDER,SC,,,,S,BRASIL,,,SAT,SAT,4217402,,-263.749,-490.627,,8343,,
4456,ABDON BATISTA,SC,,,,S,BRASIL,,,SAT,SAT,4200051,,-275.898,-510.402,,9939,,
4457,BRUNOPOLIS,SC,,,,S,BRASIL,,,SAT,SAT,4202875,,-273.478,-508.363,,0904,,
4458,CAMPOS NOVOS,SC,,,,S,BRASIL,,,SAT,SAT,4203600,,-273.772,-512.416,,8069,,
4459,CURITIBANOS,SC,,,,S,BRASIL,,,SAT,SAT,4204806,,-272.741,-506.096,,8093,,
4460,FREI ROGERIO,SC,,,,S,BRASIL,,,SAT,SAT,4205555,,-272.178,-507.702,,0918,,
4461,MONTE CARLO,SC,,,,S,BRASIL,,,SAT,SAT,4211058,,-271.868,-509.211,,5561,,
4462,PONTE ALTA,SC,,,,S,BRASIL,,,SAT,SAT,4213302,,-274.257,-502.936,,8261,,
4463,PONTE ALTA DO NORTE,SC,,,,S,BRASIL,,,SAT,SAT,4213351,,-271.813,-504.358,,5569,,
4464,SANTA CECILIA,SC,,,,S,BRASIL,,,SAT,SAT,4215505,,-269.328,-504.611,,8305,,
4465,SAO CRISTOVAO DO SUL,SC,,,,S,BRASIL,,,SAT,SAT,4216057,,-272.671,-503.773,,5573,,
4466,VARGEM,SC,,,,S,BRASIL,,,SAT,SAT,4219150,,-274.567,-509.579,,5563,,
4467,ZORTEA,SC,,,,S,BRASIL,,,SAT,SAT,4219853,,-274.974,-515.086,,0950,,
4468,ANITA GARIBALDI,SC,,,,S,BRASIL,,,SAT,SAT,4201000,,-277.262,-510.584,,8019,,
4469,BOCAINA DO SUL,SC,,,,S,BRASIL,,,SAT,SAT,4202438,,-277.389,-499.171,,0898,,
4470,BOM JARDIM DA SERRA,SC,,,,S,BRASIL,,,SAT,SAT,4202503,,-283.674,-496.422,,8389,,
4471,BOM RETIRO,SC,,,,S,BRASIL,,,SAT,SAT,4202602,,-277.605,-496.196,,8049,,
4472,CAPAO ALTO,SC,,,,S,BRASIL,,,SAT,SAT,4203253,,-280.683,-506.292,,0906,,
4473,CAMPO BELO DO SUL,SC,,,,S,BRASIL,,,SAT,SAT,4203402,,-278.394,-507.658,,8065,,
4474,CELSO RAMOS,SC,,,,S,BRASIL,,,SAT,SAT,4204152,,-27.638,-513.206,,9943,,
4475,CERRO NEGRO,SC,,,,S,BRASIL,,,SAT,SAT,4204178,,-277.727,-509.404,,5567,,
4476,CORREIA PINTO,SC,,,,S,BRASIL,,,SAT,SAT,4204558,,-275.551,-503.802,,8395,,
4477,LAGES,SC,,,,S,BRASIL,,,SAT,SAT,4209300,,-279.449,-503.525,,8183,,
4478,OTACILIO COSTA,SC,,,,S,BRASIL,,,SAT,SAT,4211751,,-275.145,-49.949,,8397,,
4479,PAINEL,SC,,,,S,BRASIL,,,SAT,SAT,4211892,,-279.747,-500.598,,0930,,
4480,PALMEIRA,SC,,,,S,BRASIL,,,SAT,SAT,4212056,,-275.565,-50.165,,0932,,
4481,RIO RUFINO,SC,,,,S,BRASIL,,,SAT,SAT,4215059,,-279.557,-497.792,,5571,,
4482,SAO JOAQUIM,SC,,,,S,BRASIL,,,SAT,SAT,4216503,,-283.018,-499.979,,8325,,
4483,SAO JOSE DO CERRITO,SC,,,,S,BRASIL,,,SAT,SAT,4216800,,-27.604,-506.566,,8331,,
4484,URUBICI,SC,,,,S,BRASIL,,,SAT,SAT,4218905,,-28.05,-495.742,,8371,,
4485,URUPEMA,SC,,,,S,BRASIL,,,SAT,SAT,4218954,,-280.416,-499.297,,9975,,
4486,AGRONOMICA,SC,,,,S,BRASIL,,,SAT,SAT,4200309,,-273.166,-497.312,,8005,,
4487,AURORA,SC,,,,S,BRASIL,,,SAT,SAT,4201901,,-273.393,-495.782,,8037,,
4488,BRACO DO TROMBUDO,SC,,,,S,BRASIL,,,SAT,SAT,4202859,,-273.789,-499.138,,5557,,
4489,DONA EMMA,SC,,,,S,BRASIL,,,SAT,SAT,4205100,,-269.769,-498.108,,8099,,
4490,IBIRAMA,SC,,,,S,BRASIL,,,SAT,SAT,4206900,,-27.034,-495.232,,8135,,
4491,JOSE BOITEUX,SC,,,,S,BRASIL,,,SAT,SAT,4209151,,-268.385,-496.462,,9957,,
4492,LAURENTINO,SC,,,,S,BRASIL,,,SAT,SAT,4209508,,-272.085,-497.341,,8187,,
4493,LONTRAS,SC,,,,S,BRASIL,,,SAT,SAT,4209904,,-271.793,-494.992,,8195,,
4494,MIRIM DOCE,SC,,,,S,BRASIL,,,SAT,SAT,4210852,,-271.732,-501.887,,5559,,
4495,POUSO REDONDO,SC,,,,S,BRASIL,,,SAT,SAT,4213708,,-273.039,-499.847,,8269,,
4496,PRESIDENTE GETULIO,SC,,,,S,BRASIL,,,SAT,SAT,4214003,,-270.447,-497.353,,8275,,
4497,PRESIDENTE NEREU,SC,,,,S,BRASIL,,,SAT,SAT,4214102,,-272.632,-493.227,,8277,,
4498,RIO DO CAMPO,SC,,,,S,BRASIL,,,SAT,SAT,4214508,,-268.609,-50.112,,8285,,
4499,RIO DO OESTE,SC,,,,S,BRASIL,,,SAT,SAT,4214607,,-271.487,-498.455,,8287,,
4500,RIO DO SUL,SC,,,,S,BRASIL,,,SAT,SAT,4214805,,-271.959,-496.353,,8291,,
4501,SALETE,SC,,,,S,BRASIL,,,SAT,SAT,4215307,,-269.376,-499.972,,8301,,
4502,TAIO,SC,,,,S,BRASIL,,,SAT,SAT,4217808,,-27.089,-500.993,,8351,,
4503,TROMBUDO CENTRAL,SC,,,,S,BRASIL,,,SAT,SAT,4218608,,-27.308,-498.125,,8365,,
4504,VITOR MEIRELES,SC,,,,S,BRASIL,,,SAT,SAT,4219358,,-268.267,-498.552,,9977,,
4505,WITMARSUM,SC,,,,S,BRASIL,,,SAT,SAT,4219408,,-269.501,-498.559,,8381,,
4506,APIUNA,SC,,,,S,BRASIL,,,SAT,SAT,4201257,,-271.074,-493.813,,9941,,
4507,ASCURRA,SC,,,,S,BRASIL,,,SAT,SAT,4201703,,-269.858,-493.708,,8033,,
4508,BENEDITO NOVO,SC,,,,S,BRASIL,,,SAT,SAT,4202206,,-267.859,-49.436,,8043,,
4509,BLUMENAU,SC,,,,S,BRASIL,,,SAT,SAT,4202404,,-268.742,-491.023,,8047,,
4510,BOTUVERA,SC,,,,S,BRASIL,,,SAT,SAT,4202701,,-272.046,-491.117,,8051,,
4511,BRUSQUE,SC,,,,S,BRASIL,,,SAT,SAT,4202909,,-271.134,-489.039,,8055,,
4512,DOUTOR PEDRINHO,SC,,,,S,BRASIL,,,SAT,SAT,4205159,,-267.114,-495.583,,9945,,
4513,GASPAR,SC,,,,S,BRASIL,,,SAT,SAT,4205902,,-26.924,-489.826,,8117,,
4514,GUABIRUBA,SC,,,,S,BRASIL,,,SAT,SAT,4206306,,-271.119,-490.221,,8123,,
4515,INDAIAL,SC,,,,S,BRASIL,,,SAT,SAT,4207502,,-270.106,-492.215,,8147,,
4516,LUIZ ALVES,SC,,,,S,BRASIL,,,SAT,SAT,4210001,,-267.363,-488.853,,8197,,
4517,POMERODE,SC,,,,S,BRASIL,,,SAT,SAT,4213203,,-26.724,-49.169,,8259,,
4518,RIO DOS CEDROS,SC,,,,S,BRASIL,,,SAT,SAT,4214706,,-266.109,-493.723,,8289,,
4519,RODEIO,SC,,,,S,BRASIL,,,SAT,SAT,4215109,,-26.885,-493.523,,8297,,
4520,TIMBO,SC,,,,S,BRASIL,,,SAT,SAT,4218202,,-268.206,-492.873,,8357,,
4521,BALNEARIO CAMBORIU,SC,,,,S,BRASIL,,,SAT,SAT,4202008,,-269.981,-486.187,,8039,,
4522,BARRA VELHA,SC,,,,S,BRASIL,,,SAT,SAT,4202107,,-26.65,-487.378,,8041,,
4523,BOMBINHAS,SC,,,,S,BRASIL,,,SAT,SAT,4202453,,-271.788,-485.019,,5537,,
4524,CAMBORIU,SC,,,,S,BRASIL,,,SAT,SAT,4203204,,-270.756,-487.153,,8061,,
4525,ILHOTA,SC,,,,S,BRASIL,,,SAT,SAT,4207106,,-26.854,-488.865,,8139,,
4526,ITAJAI,SC,,,,S,BRASIL,,,SAT,SAT,4208203,,-269.752,-487.715,,8161,,
4527,ITAPEMA,SC,,,,S,BRASIL,,,SAT,SAT,4208302,,-271.072,-486.244,,8163,,
4528,NAVEGANTES,SC,,,,S,BRASIL,,,SAT,SAT,4211306,,-268.177,-487.347,,8221,,
4529,PENHA,SC,,,,S,BRASIL,,,SAT,SAT,4212502,,-268.023,-486.271,,8245,,
4530,BALNEARIO PICARRAS,SC,,,,S,BRASIL,,,SAT,SAT,4212809,,-267.558,-487.459,,8251,,
4531,PORTO BELO,SC,,,,S,BRASIL,,,SAT,SAT,4213500,,-271.563,-485.953,,8265,,
4532,SAO JOAO DO ITAPERIU,SC,,,,S,BRASIL,,,SAT,SAT,4216354,,-266.027,-488.005,,5551,,
4533,AGROLANDIA,SC,2018-02-09 16:25:38.099,,,S,BRASIL,,,SAT,SAT,4200200,,-274.639,-498.376,,8003,,
4534,ATALANTA,SC,,,,S,BRASIL,,,SAT,SAT,4201802,,-27.443,-497.609,,8035,,
4535,CHAPADAO DO LAGEADO,SC,,,,S,BRASIL,,,SAT,SAT,4204194,,-275.849,-495.564,,0908,,
4536,IMBUIA,SC,,,,S,BRASIL,,,SAT,SAT,4207403,,-275.112,-494.066,,8145,,
