codcidade,nome,uf,dataatual,codexterno,dataexportacao,liberado,pais,codunidadeembarque,datadigitacao,usuarioins,usuarioalt,codibge,obs,lat,lon,raio,codsiafi,taxaiss,checklist
1,CAMPO GRANDE,MS,2012-03-14 15:51:46.000,,,S,BRASIL,,,SAT,SAT,5002704,,,,,9051,,
7,CANDEIAS DO JAMARI,RO,,,,S,BRASIL,,,SAT,SAT,1100809,,-89.451,-633.573,,0681,,
8,CUJUBIM,RO,,,,S,BRASIL,,,SAT,SAT,1100940,,-89.782,-624.425,,0008,,
9,ITAPUA DO OESTE,RO,,,,S,BRASIL,,,SAT,SAT,1101104,,,,,0683,,
10,COSTA MARQUES,RO,,,,S,BRASIL,,,SAT,SAT,1100080,,-120.617,-640.732,,0021,,
11,GUAJARA-MIRIM,RO,,,,S,BRASIL,,,SAT,SAT,1100106,,-113.311,-644.409,,0001,,
12,SAO FRANCISCO DO GUAPORE,RO,,,,S,BRASIL,,,SAT,SAT,1101492,,-123.831,-631.265,,0020,,
13,ARIQUEMES,RO,,,,S,BRASIL,,,SAT,SAT,1100023,,-99.105,-629.549,,0007,,
14,MACHADINHO D`OESTE,RO,,,,S,BRASIL,,,SAT,SAT,1100130,,-92.395,-621.124,,0039,,
15,RIO CRESPO,RO,,,,S,BRASIL,,,SAT,SAT,1100262,,-97.188,-627.464,,0687,,
16,ALTO PARAISO,RO,,,,S,BRASIL,,,SAT,SAT,1100403,,-9.66,-635.872,,0675,,
17,CACAULANDIA,RO,,,,S,BRASIL,,,SAT,SAT,1100601,,-103.258,-631.495,,0677,,
18,MONTE NEGRO,RO,,,,S,BRASIL,,,SAT,SAT,1101401,,-103.045,-63.354,,0685,,
19,VALE DO ANARI,RO,,,,S,BRASIL,,,SAT,SAT,1101757,,-9.724,-619.561,,0024,,
20,JARU,RO,,,,S,BRASIL,,,SAT,SAT,1100114,,-10.627,-626.664,,0015,,
22,OURO PRETO DO OESTE,RO,,,,S,BRASIL,,,SAT,SAT,1100155,,-103.666,-619.224,,0017,,
23,PRESIDENTE MEDICI,RO,,,,S,BRASIL,,,SAT,SAT,1100254,,-111.852,-619.407,,0019,,
24,GOVERNADOR JORGE TEIXEIRA,RO,,,,S,BRASIL,,,SAT,SAT,1101005,,-107.846,-630.443,,0693,,
25,MIRANTE DA SERRA,RO,,,,S,BRASIL,,,SAT,SAT,1101302,,-111.371,-628.615,,0697,,
26,NOVA UNIAO,RO,,,,S,BRASIL,,,SAT,SAT,1101435,,-109.494,-625.109,,0010,,
27,TEIXEIROPOLIS,RO,,,,S,BRASIL,,,SAT,SAT,1101559,,-109.927,-622.473,,0022,,
28,THEOBROMA,RO,,,,S,BRASIL,,,SAT,SAT,1101609,,-101.016,-622.809,,0975,,
29,URUPA,RO,,,,S,BRASIL,,,SAT,SAT,1101708,,-110.792,-623.813,,0977,,
30,VALE DO PARAISO,RO,,,,S,BRASIL,,,SAT,SAT,1101807,,-102.065,-620.699,,0979,,
31,NOVA BRASILANDIA D`OESTE,RO,,,,S,BRASIL,,,SAT,SAT,1100148,,-114.911,-621.649,,0041,,
32,SAO MIGUEL DO GUAPORE,RO,,,,S,BRASIL,,,SAT,SAT,1100320,,-117.078,-629.353,,0045,,
33,ALVORADA D`OESTE,RO,,,,S,BRASIL,,,SAT,SAT,1100346,,-112.993,-625.015,,0035,,
34,SERINGUEIRAS,RO,,,,S,BRASIL,,,SAT,SAT,1101500,,-119.249,-631.894,,0699,,
35,ALTA FLORESTA D`OESTE,RO,,,,S,BRASIL,,,SAT,SAT,1100015,,-124.575,-624.263,,0033,,
36,CACOAL,RO,,,,S,BRASIL,,,SAT,SAT,1100049,,-114.904,-614.317,,0009,,
38,ROLIM DE MOURA,RO,,,,S,BRASIL,,,SAT,SAT,1100288,,-117.526,-617.897,,0029,,
39,SANTA LUZIA D`OESTE,RO,,,,S,BRASIL,,,SAT,SAT,1100296,,-121.047,-617.944,,0043,,
40,ALTO ALEGRE DOS PARECIS,RO,,,,S,BRASIL,,,SAT,SAT,1100379,,-12.756,-619.797,,0002,,
41,NOVO HORIZONTE DO OESTE,RO,,,,S,BRASIL,,,SAT,SAT,1100502,,-117.077,-620.799,,0689,,
42,CASTANHEIRAS,RO,,,,S,BRASIL,,,SAT,SAT,1100908,,-114.266,-618.892,,0691,,
43,MINISTRO ANDREAZZA,RO,,,,S,BRASIL,,,SAT,SAT,1101203,,-111.558,-616.789,,0695,,
44,PIMENTA BUENO,RO,,,,S,BRASIL,,,SAT,SAT,1100189,,-117.878,-607.498,,0011,,
46,CHUPINGUAIA,RO,,,,S,BRASIL,,,SAT,SAT,1100924,,-126.724,-609.262,,0006,,
47,PARECIS,RO,,,,S,BRASIL,,,SAT,SAT,1101450,,-122.866,-613.166,,0012,,
48,PRIMAVERA DE RONDONIA,RO,,,,S,BRASIL,,,SAT,SAT,1101476,,-119.294,-613.061,,0016,,
49,SAO FELIPE D`OESTE,RO,,,,S,BRASIL,,,SAT,SAT,1101484,,-118.977,-614.774,,0018,,
50,CABIXI,RO,,,,S,BRASIL,,,SAT,SAT,1100031,,-135.108,-606.026,,0037,,
51,CEREJEIRAS,RO,,,,S,BRASIL,,,SAT,SAT,1100056,,-131.832,-614.752,,0027,,
52,COLORADO DO OESTE,RO,2017-06-02 14:16:56.600,,,S,BRASIL,,,SAT,SAT,1100064,,-130.825,-604.942,,0023,,
53,CORUMBIARA,RO,,,,S,BRASIL,,,SAT,SAT,1100072,,-128.759,-611.199,,0981,,
54,PIMENTEIRAS DO OESTE,RO,,,,S,BRASIL,,,SAT,SAT,1101468,,-131.701,-615.788,,0014,,
55,CRUZEIRO DO SUL,AC,,,,S,BRASIL,,,SAT,SAT,1200203,,-80.159,-729.298,,0107,,
56,MANCIO LIMA,AC,,,,S,BRASIL,,,SAT,SAT,1200336,,-75.396,-734.583,,0109,,
57,MARECHAL THAUMATURGO,AC,,,,S,BRASIL,,,SAT,SAT,1200351,,-91.899,-725.685,,0655,,
58,PORTO WALTER,AC,,,,S,BRASIL,,,SAT,SAT,1200393,,-85.247,-728.207,,0657,,
59,RODRIGUES ALVES,AC,,,,S,BRASIL,,,SAT,SAT,1200427,,-78.529,-732.361,,0659,,
60,FEIJO,AC,,,,S,BRASIL,,,SAT,SAT,1200302,,-8.905,-709.149,,0113,,
61,JORDAO,AC,,,,S,BRASIL,,,SAT,SAT,1200328,,-90.917,-718.407,,0653,,
62,TARAUACA,AC,,,,S,BRASIL,,,SAT,SAT,1200609,,-86.552,-714.234,,0147,,
63,MANOEL URBANO,AC,,,,S,BRASIL,,,SAT,SAT,1200344,,-94.895,-700.124,,0155,,
64,SANTA ROSA DO PURUS,AC,,,,S,BRASIL,,,SAT,SAT,1200435,,-94.773,-703.903,,0661,,
65,SENA MADUREIRA,AC,,,,S,BRASIL,,,SAT,SAT,1200500,,-100.357,-695.497,,0145,,
66,ACRELANDIA,AC,,,,S,BRASIL,,,SAT,SAT,1200013,,-99.805,-668.439,,0643,,
67,BUJARI,AC,,,,S,BRASIL,,,SAT,SAT,1200138,,-95.786,-68.172,,0645,,
68,CAPIXABA,AC,,,,S,BRASIL,,,SAT,SAT,1200179,,-104.878,-678.483,,0647,,
70,RIO BRANCO,AC,,,,S,BRASIL,,,SAT,SAT,1200401,,-100.699,-681.553,,0139,,
71,SENADOR GUIOMARD,AC,,,,S,BRASIL,,,SAT,SAT,1200450,,-99.408,-673.931,,0153,,
72,PORTO ACRE,AC,,,,S,BRASIL,,,SAT,SAT,1200807,,-96.504,-677.773,,0649,,
73,ASSIS BRASIL,AC,,,,S,BRASIL,,,SAT,SAT,1200054,,-108.833,-700.131,,0157,,
74,BRASILEIA,AC,,,,S,BRASIL,,,SAT,SAT,1200104,,-107.677,-690.114,,0105,,
75,EPITACIOLANDIA,AC,,,,S,BRASIL,,,SAT,SAT,1200252,,-109.354,-684.441,,0651,,
3,PORTO VELHO,RO,2023-02-26 18:38:21.616,,,S,BRASIL,,,SAT,ISSUP,1100205,,-92.079,-643.106,,0003,,
76,XAPURI,AC,,,,S,BRASIL,,,SAT,SAT,1200708,,-105.966,-686.489,,0149,,
77,BARCELOS,AM,,,,S,BRASIL,,,SAT,SAT,1300409,,-0.3929,-635.371,,0209,,
5763,VERANOPOLIS (CONFRESA),MT,2023-09-18 13:25:48.715,,,S,Brasil,,2023-09-18 13:25:48.715,LEONARDOM,LEONARDOM,,,,,,,,
37,ESPIGAO D`OESTE,RO,2024-10-28 15:51:07.132,,,S,BRASIL,,,SAT,EVERTON,1100098,,-114.662,-606.992,,0025,,
245,ITAITUBA,PA,2024-11-24 17:16:29.317,,,S,BRASIL,,,SAT,LUCASKP,1503606,,-42.761,-559.836,,0471,,
78,NOVO AIRAO,AM,,,,S,BRASIL,,,SAT,SAT,1303205,,-19.839,-617.851,,0201,,
79,SANTA ISABEL DO RIO NEGRO,AM,,,,S,BRASIL,,,SAT,SAT,1303601,,-0.2548,-655.512,,0237,,
80,SAO GABRIEL DA CACHOEIRA,AM,,,,S,BRASIL,,,SAT,SAT,1303809,,-0.2404,-680.324,,0283,,
81,JAPURA,AM,,,,S,BRASIL,,,SAT,SAT,1302108,,-15.535,-682.453,,0245,,
82,MARAA,AM,,,,S,BRASIL,,,SAT,SAT,1302801,,-26.379,-648.042,,0259,,
83,AMATURA,AM,,,,S,BRASIL,,,SAT,SAT,1300060,,-33.893,-68.227,,0291,,
84,ATALAIA DO NORTE,AM,,,,S,BRASIL,,,SAT,SAT,1300201,,-56.645,-718.278,,0205,,
85,BENJAMIN CONSTANT,AM,,,,S,BRASIL,,,SAT,SAT,1300607,,-56.484,-704.068,,0213,,
86,FONTE BOA,AM,,,,S,BRASIL,,,SAT,SAT,1301605,,-24.959,-662.662,,0233,,
87,JUTAI,AM,,,,S,BRASIL,,,SAT,SAT,1302306,,-46.548,-682.803,,0249,,
88,SANTO ANTONIO DO ICA,AM,,,,S,BRASIL,,,SAT,SAT,1303700,,-3.09,-687.592,,0273,,
89,SAO PAULO DE OLIVENCA,AM,,,,S,BRASIL,,,SAT,SAT,1303908,,-46.509,-695.814,,0275,,
90,TABATINGA,AM,,,,S,BRASIL,,,SAT,SAT,1304062,,-3.963,-696.027,,9847,,
91,TONANTINS,AM,,,,S,BRASIL,,,SAT,SAT,1304237,,-26.409,-678.461,,9851,,
92,CARAUARI,AM,,,,S,BRASIL,,,SAT,SAT,1301001,,-51.159,-673.578,,0221,,
93,EIRUNEPE,AM,,,,S,BRASIL,,,SAT,SAT,1301407,,-71.585,-704.155,,0229,,
94,ENVIRA,AM,,,,S,BRASIL,,,SAT,SAT,1301506,,-76.421,-701.408,,0231,,
95,GUAJARA,AM,,,,S,BRASIL,,,SAT,SAT,1301654,,-71.365,-727.151,,0967,,
96,IPIXUNA,AM,,,,S,BRASIL,,,SAT,SAT,1301803,,-71.191,-713.759,,0239,,
97,ITAMARATI,AM,,,,S,BRASIL,,,SAT,SAT,1301951,,-67.647,-680.393,,9837,,
98,JURUA,AM,,,,S,BRASIL,,,SAT,SAT,1302207,,-32.753,-662.421,,0247,,
99,ALVARAES,AM,,,,S,BRASIL,,,SAT,SAT,1300029,,-37.149,-653.041,,0289,,
100,TEFE,AM,,,,S,BRASIL,,,SAT,SAT,1304203,,-45.223,-656.045,,0281,,
101,UARINI,AM,,,,S,BRASIL,,,SAT,SAT,1304260,,-31.474,-654.204,,9849,,
102,ANAMA,AM,,,,S,BRASIL,,,SAT,SAT,1300086,,-34.799,-617.169,,0293,,
103,ANORI,AM,,,,S,BRASIL,,,SAT,SAT,1300102,,-42.132,-621.556,,0203,,
104,BERURI,AM,,,,S,BRASIL,,,SAT,SAT,1300631,,-43.437,-617.513,,0295,,
105,CAAPIRANGA,AM,,,,S,BRASIL,,,SAT,SAT,1300839,,-31.298,-617.441,,0299,,
106,COARI,AM,,,,S,BRASIL,,,SAT,SAT,1301209,,-4.085,-631.414,,0225,,
107,CODAJAS,AM,,,,S,BRASIL,,,SAT,SAT,1301308,,-31.626,-631.473,,0227,,
108,AUTAZES,AM,,,,S,BRASIL,,,SAT,SAT,1300300,,-3.873,-596.814,,0207,,
109,CAREIRO,AM,,,,S,BRASIL,,,SAT,SAT,1301100,,-38.332,-602.047,,0223,,
110,CAREIRO DA VARZEA,AM,,,,S,BRASIL,,,SAT,SAT,1301159,,-33.515,-596.553,,0965,,
111,IRANDUBA,AM,,,,S,BRASIL,,,SAT,SAT,1301852,,-31.014,-604.464,,9835,,
112,MANACAPURU,AM,,,,S,BRASIL,,,SAT,SAT,1302504,,-32.475,-610.079,,0253,,
113,MANAQUIRI,AM,,,,S,BRASIL,,,SAT,SAT,1302553,,-37.905,-607.072,,9839,,
114,MANAUS,AM,,,,S,BRASIL,,,SAT,SAT,1302603,,-26.638,-60.135,,0255,,
115,PRESIDENTE FIGUEIREDO,AM,,,,S,BRASIL,,,SAT,SAT,1303536,,-12.834,-599.832,,9841,,
116,RIO PRETO DA EVA,AM,,,,S,BRASIL,,,SAT,SAT,1303569,,-24.929,-596.078,,9843,,
117,ITACOATIARA,AM,,,,S,BRASIL,,,SAT,SAT,1301902,,-31.598,-58.812,,0241,,
118,ITAPIRANGA,AM,,,,S,BRASIL,,,SAT,SAT,1302009,,-2.516,-585.573,,0243,,
119,NOVA OLINDA DO NORTE,AM,,,,S,BRASIL,,,SAT,SAT,1303106,,-39.464,-585.974,,0265,,
120,SILVES,AM,,,,S,BRASIL,,,SAT,SAT,1304005,,-27.685,-586.275,,0277,,
121,URUCURITUBA,AM,,,,S,BRASIL,,,SAT,SAT,1304401,,-28.327,-577.501,,0287,,
122,BARREIRINHA,AM,,,,S,BRASIL,,,SAT,SAT,1300508,,-30.656,-571.662,,0211,,
123,BOA VISTA DO RAMOS,AM,,,,S,BRASIL,,,SAT,SAT,1300680,,-31.478,-57.625,,0297,,
124,MAUES,AM,,,,S,BRASIL,,,SAT,SAT,1302900,,-50.633,-583.028,,0261,,
125,NHAMUNDA,AM,,,,S,BRASIL,,,SAT,SAT,1303007,,-13.665,-578.879,,0263,,
126,PARINTINS,AM,,,,S,BRASIL,,,SAT,SAT,1303403,,-26.634,-569.341,,0269,,
127,SAO SEBASTIAO DO UATUMA,AM,,,,S,BRASIL,,,SAT,SAT,1303957,,-1.932,-587.422,,9845,,
128,URUCARA,AM,,,,S,BRASIL,,,SAT,SAT,1304302,,-11.928,-588.043,,0285,,
129,BOCA DO ACRE,AM,,,,S,BRASIL,,,SAT,SAT,1300706,,-85.542,-680.359,,0215,,
130,PAUINI,AM,,,,S,BRASIL,,,SAT,SAT,1303502,,-76.893,-681.422,,0271,,
131,CANUTAMA,AM,,,,S,BRASIL,,,SAT,SAT,1300904,,-75.897,-641.294,,0219,,
132,LABREA,AM,,,,S,BRASIL,,,SAT,SAT,1302405,,-81.844,-66.075,,0251,,
133,TAPAUA,AM,,,,S,BRASIL,,,SAT,SAT,1304104,,-62.142,-656.998,,0279,,
134,APUI,AM,,,,S,BRASIL,,,SAT,SAT,1300144,,-77.892,-59.341,,0969,,
135,BORBA,AM,,,,S,BRASIL,,,SAT,SAT,1300805,,-51.124,-593.054,,0217,,
136,HUMAITA,AM,,,,S,BRASIL,,,SAT,SAT,1301704,,-74.387,-623.248,,0235,,
137,MANICORE,AM,,,,S,BRASIL,,,SAT,SAT,1302702,,-70.664,-61.557,,0257,,
138,NOVO ARIPUANA,AM,,,,S,BRASIL,,,SAT,SAT,1303304,,-7.001,-606.302,,0267,,
139,AMAJARI,RR,,,,S,BRASIL,,,SAT,SAT,1400027,,-37.809,-625.276,,0026,,
140,ALTO ALEGRE,RR,,,,S,BRASIL,,,SAT,SAT,1400050,,-30.309,-62.768,,0305,,
141,BOA VISTA,RR,,,,S,BRASIL,,,SAT,SAT,1400100,,-31.886,-606.121,,0301,,
142,PACARAIMA,RR,,,,S,BRASIL,,,SAT,SAT,1400456,,-41.978,-608.687,,0034,,
143,BONFIM,RR,,,,S,BRASIL,,,SAT,SAT,1400159,,-26.975,-600.748,,0307,,
144,CANTA,RR,,,,S,BRASIL,,,SAT,SAT,1400175,,-22.208,-604.366,,0028,,
145,NORMANDIA,RR,,,,S,BRASIL,,,SAT,SAT,1400407,,-38.785,-600.424,,0311,,
146,UIRAMUTA,RR,,,,S,BRASIL,,,SAT,SAT,1400704,,-46.527,-602.519,,0038,,
147,CARACARAI,RR,,,,S,BRASIL,,,SAT,SAT,1400209,,-10.262,-60.872,,0303,,
148,IRACEMA,RR,,,,S,BRASIL,,,SAT,SAT,1400282,,-23.766,-62.702,,0032,,
149,MUCAJAI,RR,,,,S,BRASIL,,,SAT,SAT,1400308,,-25.296,-620.634,,0309,,
150,CAROEBE,RR,,,,S,BRASIL,,,SAT,SAT,1400233,,-12.184,-595.129,,0030,,
151,RORAINOPOLIS,RR,,,,S,BRASIL,,,SAT,SAT,1400472,,-0.1564,-608.949,,0036,,
152,SAO JOAO DA BALIZA,RR,,,,S,BRASIL,,,SAT,SAT,1400506,,-0.6818,-598.489,,0313,,
154,FARO,PA,,,,S,BRASIL,,,SAT,SAT,1503002,,-11.154,-577.741,,0459,,
155,JURUTI,PA,,,,S,BRASIL,,,SAT,SAT,1503903,,-23.306,-560.274,,0477,,
153,SAO LUIZ,RR,,,,S,BRASIL,,,SAT,SAT,1400605,,-0.8296,-601.285,,0315,,
156,OBIDOS,PA,,,,S,BRASIL,,,SAT,SAT,1505106,,-0.1324,-558.239,,0501,,
157,ORIXIMINA,PA,,,,S,BRASIL,,,SAT,SAT,1505304,,-0.566,-568.474,,0505,,
158,TERRA SANTA,PA,,,,S,BRASIL,,,SAT,SAT,1507979,,-18.965,-564.825,,0637,,
159,ALENQUER,PA,,,,S,BRASIL,,,SAT,SAT,1500404,,-0.8542,-549.451,,0407,,
160,BELTERRA,PA,,,,S,BRASIL,,,SAT,SAT,1501451,,-30.126,-549.913,,0044,,
161,CURUA,PA,,,,S,BRASIL,,,SAT,SAT,1502855,,-17.382,-551.149,,0050,,
162,MONTE ALEGRE,PA,,,,S,BRASIL,,,SAT,SAT,1504802,,-0.8447,-544.533,,0495,,
163,PLACAS,PA,,,,S,BRASIL,,,SAT,SAT,1505650,,-39.772,-545.242,,0060,,
164,PRAINHA,PA,,,,S,BRASIL,,,SAT,SAT,1506005,,-22.015,-534.933,,0519,,
166,ALMEIRIM,PA,,,,S,BRASIL,,,SAT,SAT,1500503,,-0.4762,-53.873,,0409,,
167,PORTO DE MOZ,PA,,,,S,BRASIL,,,SAT,SAT,1505908,,-21.349,-525.962,,0517,,
168,BAGRE,PA,,,,S,BRASIL,,,SAT,SAT,1501105,,-24.017,-501.663,,0421,,
169,GURUPA,PA,,,,S,BRASIL,,,SAT,SAT,1503101,,-11.655,-516.274,,0461,,
170,MELGACO,PA,,,,S,BRASIL,,,SAT,SAT,1504505,,-16.616,-510.588,,0489,,
171,PORTEL,PA,,,,S,BRASIL,,,SAT,SAT,1505809,,-26.589,-508.535,,0515,,
172,AFUA,PA,,,,S,BRASIL,,,SAT,SAT,1500305,,-0.3768,-507.668,,0405,,
173,ANAJAS,PA,,,,S,BRASIL,,,SAT,SAT,1500701,,-0.8602,-500.397,,0413,,
174,BREVES,PA,,,,S,BRASIL,,,SAT,SAT,1501808,,-11.684,-505.597,,0435,,
175,CURRALINHO,PA,,,,S,BRASIL,,,SAT,SAT,1502806,,-15.824,-49.987,,0455,,
176,SAO SEBASTIAO DA BOA VISTA,PA,,,,S,BRASIL,,,SAT,SAT,1507706,,-14.787,-496.263,,0553,,
177,CACHOEIRA DO ARARI,PA,,,,S,BRASIL,,,SAT,SAT,1502004,,-0.8461,-489.312,,0439,,
178,CHAVES,PA,,,,S,BRASIL,,,SAT,SAT,1502509,,-0.0629,-496.479,,0449,,
179,MUANA,PA,,,,S,BRASIL,,,SAT,SAT,1504901,,-12.489,-493.167,,0497,,
180,PONTA DE PEDRAS,PA,,,,S,BRASIL,,,SAT,SAT,1505700,,-1.053,-491.549,,0513,,
181,SALVATERRA,PA,,,,S,BRASIL,,,SAT,SAT,1506302,,-0.7885,-486.195,,0525,,
182,SANTA CRUZ DO ARARI,PA,,,,S,BRASIL,,,SAT,SAT,1506401,,-0.596,-492.929,,0527,,
183,SOURE,PA,,,,S,BRASIL,,,SAT,SAT,1507904,,-0.4862,-486.122,,0557,,
184,ANANINDEUA,PA,,,,S,BRASIL,,,SAT,SAT,1500800,,-13.461,-483.829,,0415,,
186,BELEM,PA,,,,S,BRASIL,,,SAT,SAT,1501402,,-13.434,-484.182,,0427,,
187,BENEVIDES,PA,,,,S,BRASIL,,,SAT,SAT,1501501,,-13.245,-482.887,,0429,,
188,MARITUBA,PA,,,,S,BRASIL,,,SAT,SAT,1504422,,-1.374,-483.142,,0054,,
189,SANTA BARBARA DO PARA,PA,,,,S,BRASIL,,,SAT,SAT,1506351,,-11.983,-482.509,,0369,,
190,BUJARU,PA,,,,S,BRASIL,,,SAT,SAT,1501907,,-16.532,-48.053,,0437,,
191,CASTANHAL,PA,,,,S,BRASIL,,,SAT,SAT,1502400,,-12.723,-478.563,,0447,,
192,INHANGAPI,PA,,,,S,BRASIL,,,SAT,SAT,1503408,,-14.628,-479.497,,0467,,
193,SANTA ISABEL DO PARA,PA,,,,S,BRASIL,,,SAT,SAT,1506500,,-13.798,-481.222,,0529,,
194,SANTO ANTONIO DO TAUA,PA,,,,S,BRASIL,,,SAT,SAT,1507003,,-11.031,-481.947,,0539,,
195,COLARES,PA,,,,S,BRASIL,,,SAT,SAT,1502608,,-0.9089,-482.534,,0451,,
196,CURUCA,PA,,,,S,BRASIL,,,SAT,SAT,1502905,,-0.6979,-478.676,,0457,,
197,MAGALHAES BARATA,PA,,,,S,BRASIL,,,SAT,SAT,1504109,,-0.8184,-476.299,,0481,,
198,MARACANA,PA,,,,S,BRASIL,,,SAT,SAT,1504307,,-0.7582,-474.875,,0485,,
199,MARAPANIM,PA,,,,S,BRASIL,,,SAT,SAT,1504406,,-0.7642,-47.704,,0487,,
200,SALINOPOLIS,PA,,,,S,BRASIL,,,SAT,SAT,1506203,,-0.6711,-47.349,,0523,,
201,SAO CAETANO DE ODIVELAS,PA,,,,S,BRASIL,,,SAT,SAT,1507102,,-0.7982,-48.049,,0541,,
202,SAO JOAO DA PONTA,PA,,,,S,BRASIL,,,SAT,SAT,1507466,,-0.8536,-47.978,,0064,,
203,SAO JOAO DE PIRABAS,PA,,,,S,BRASIL,,,SAT,SAT,1507474,,-0.7419,-471.744,,0393,,
204,TERRA ALTA,PA,,,,S,BRASIL,,,SAT,SAT,1507961,,-0.9931,-478.445,,0373,,
205,VIGIA,PA,,,,S,BRASIL,,,SAT,SAT,1508209,,-0.8961,-481.529,,0563,,
206,AUGUSTO CORREA,PA,,,,S,BRASIL,,,SAT,SAT,1500909,,-0.9895,-464.801,,0417,,
207,BONITO,PA,,,,S,BRASIL,,,SAT,SAT,1501600,,-14.293,-473.373,,0431,,
208,BRAGANCA,PA,,,,S,BRASIL,,,SAT,SAT,1501709,,-0.9681,-467.338,,0433,,
209,CAPANEMA,PA,,,,S,BRASIL,,,SAT,SAT,1502202,,-10.997,-470.815,,0443,,
210,IGARAPE-ACU,PA,,,,S,BRASIL,,,SAT,SAT,1503200,,-11.416,-475.137,,0463,,
211,NOVA TIMBOTEUA,PA,,,,S,BRASIL,,,SAT,SAT,1505007,,-11.206,-474.209,,0499,,
212,PEIXE-BOI,PA,,,,S,BRASIL,,,SAT,SAT,1505601,,-11.017,-472.726,,0511,,
213,PRIMAVERA,PA,,,,S,BRASIL,,,SAT,SAT,1506104,,-0.9495,-471.104,,0521,,
214,QUATIPURU,PA,,,,S,BRASIL,,,SAT,SAT,1506112,,-0.8255,-470.104,,0062,,
215,SANTA MARIA DO PARA,PA,,,,S,BRASIL,,,SAT,SAT,1506609,,-13.358,-475.073,,0531,,
217,SAO FRANCISCO DO PARA,PA,,,,S,BRASIL,,,SAT,SAT,1507409,,-11.464,-477.571,,0547,,
218,TRACUATEUA,PA,,,,S,BRASIL,,,SAT,SAT,1508035,,-0.9889,-469.397,,0068,,
219,ABAETETUBA,PA,,,,S,BRASIL,,,SAT,SAT,1500107,,-17.348,-489.439,,0401,,
220,BAIAO,PA,,,,S,BRASIL,,,SAT,SAT,1501204,,-32.528,-497.545,,0423,,
221,CAMETA,PA,,,,S,BRASIL,,,SAT,SAT,1502103,,-22.958,-494.921,,0441,,
222,IGARAPE-MIRI,PA,,,,S,BRASIL,,,SAT,SAT,1503309,,-20.771,-491.477,,0465,,
223,LIMOEIRO DO AJURU,PA,,,,S,BRASIL,,,SAT,SAT,1504000,,-18.965,-495.101,,0479,,
224,MOCAJUBA,PA,,,,S,BRASIL,,,SAT,SAT,1504604,,-25.617,-494.362,,0491,,
225,OEIRAS DO PARA,PA,,,,S,BRASIL,,,SAT,SAT,1505205,,-22.963,-498.815,,0503,,
226,ACARA,PA,,,,S,BRASIL,,,SAT,SAT,1500206,,-21.036,-484.799,,0403,,
227,CONCORDIA DO PARA,PA,,,,S,BRASIL,,,SAT,SAT,1502756,,-18.615,-479.632,,0579,,
228,MOJU,PA,,,,S,BRASIL,,,SAT,SAT,1504703,,-25.871,-49.041,,0493,,
230,TOME-ACU,PA,,,,S,BRASIL,,,SAT,SAT,1508001,,-26.213,-48.241,,0559,,
231,AURORA DO PARA,PA,,,,S,BRASIL,,,SAT,SAT,1500958,,-23.032,-477.562,,0389,,
5764,AMANDINA (IVINHEMA),MS,2023-09-18 15:15:36.588,,,S,Brasil,,2023-09-18 15:15:36.588,ADRIELLY,ADRIELLY,,,,,,,,
229,TAILANDIA,PA,,,,S,BRASIL,,,SAT,SAT,1507953,,-28.723,-487.575,,0395,,
232,CACHOEIRA DO PIRIA,PA,,,,S,BRASIL,,,SAT,SAT,1501956,,-19.404,-464.691,,0046,,
233,CAPITAO POCO,PA,,,,S,BRASIL,,,SAT,SAT,1502301,,-19.799,-472.031,,0445,,
234,GARRAFAO DO NORTE,PA,,,,S,BRASIL,,,SAT,SAT,1503077,,-22.152,-471.172,,0585,,
235,IPIXUNA DO PARA,PA,,,,S,BRASIL,,,SAT,SAT,1503457,,-29.815,-481.195,,0621,,
236,IRITUIA,PA,,,,S,BRASIL,,,SAT,SAT,1503507,,-17.705,-474.214,,0469,,
237,MAE DO RIO,PA,,,,S,BRASIL,,,SAT,SAT,1504059,,-19.833,-475.157,,0587,,
238,NOVA ESPERANCA DO PIRIA,PA,,,,S,BRASIL,,,SAT,SAT,1504950,,-24.536,-469.738,,0391,,
239,OUREM,PA,,,,S,BRASIL,,,SAT,SAT,1505403,,-15.416,-471.656,,0507,,
240,SANTA LUZIA DO PARA,PA,,,,S,BRASIL,,,SAT,SAT,1506559,,-17.141,-469.531,,0371,,
241,SAO DOMINGOS DO CAPIM,PA,,,,S,BRASIL,,,SAT,SAT,1507201,,-18.716,-477.784,,0543,,
242,SAO MIGUEL DO GUAMA,PA,,,,S,BRASIL,,,SAT,SAT,1507607,,-15.973,-475.346,,0551,,
243,VISEU,PA,,,,S,BRASIL,,,SAT,SAT,1508308,,-1.302,-463.208,,0565,,
244,AVEIRO,PA,,,,S,BRASIL,,,SAT,SAT,1501006,,-39.188,-559.758,,0419,,
246,JACAREACANGA,PA,,,,S,BRASIL,,,SAT,SAT,1503754,,-73.384,-571.478,,0631,,
247,NOVO PROGRESSO,PA,,,,S,BRASIL,,,SAT,SAT,1505031,,-7.754,-555.134,,0633,,
248,RUROPOLIS,PA,,,,S,BRASIL,,,SAT,SAT,1506195,,-41.879,-551.841,,0597,,
249,TRAIRAO,PA,,,,S,BRASIL,,,SAT,SAT,1508050,,-51.025,-559.582,,0635,,
