codmanif,numero,porcparticfretemot,fretemotoristaprop,usuarioins,usuarioalt,dataatual,datadigitacao,codmanifconhecimento,codcidadedescarga,ordem,codmanifev
3670,5517,100.0,3981.29,KELVIN,KELVIN,2021-05-19 15:43:30.495,2021-05-19 15:43:30.495,103771,5492,,
3671,5514,100.0,3429.3,KELVIN,KELVIN,2021-05-19 15:46:28.004,2021-05-19 15:46:28.004,103772,5492,,
3672,5518,100.0,5056.0,DANIEL,DANIEL,2021-05-19 16:13:52.948,2021-05-19 16:13:52.948,103773,3898,,
3673,5519,100.0,5232.67,KELVIN,KELVIN,2021-05-19 16:14:09.936,2021-05-19 16:14:09.936,103774,5492,,
3674,5520,100.0,3817.25,KELVIN,KELVIN,2021-05-19 16:22:31.028,2021-05-19 16:22:31.044,103775,5492,,
3675,5521,100.0,4477.03,WELLINGTON,WELLINGTON,2021-05-19 16:32:23.125,2021-05-19 16:32:23.130,103776,5316,,
3676,5522,100.0,4076.07,WELLINGTON,WELLINGTON,2021-05-19 17:02:09.936,2021-05-19 17:02:09.944,103777,5317,,
3677,5523,100.0,4737.53,GUSTAVOS,GUSTAVOS,2021-05-19 17:43:43.868,2021-05-19 17:43:43.873,103778,5474,,
3678,5524,100.0,3946.07,WELLINGTON,WELLINGTON,2021-05-19 17:54:09.598,2021-05-19 17:54:09.605,103779,5317,,
3679,5527,100.0,4067.77,WELLINGTON,WELLINGTON,2021-05-20 07:28:03.460,2021-05-20 07:28:03.465,103780,5317,,
3680,5528,100.0,4882.7,GUSTAVOS,GUSTAVOS,2021-05-20 07:40:03.934,2021-05-20 07:40:03.940,103781,3911,,
3681,5530,100.0,6203.4,DANIEL,DANIEL,2021-05-20 08:10:31.403,2021-05-20 08:10:31.403,103782,3619,,
3682,5531,100.0,2077.06,WELLINGTON,WELLINGTON,2021-05-20 08:37:17.813,2021-05-20 08:37:17.818,103783,3641,,
3683,5532,100.0,4066.28,GUSTAVOS,GUSTAVOS,2021-05-20 08:58:51.482,2021-05-20 08:58:51.487,103784,5317,,
3684,5533,100.0,3971.68,GUSTAVOS,GUSTAVOS,2021-05-20 09:06:21.847,2021-05-20 09:06:21.854,103785,5317,,
3685,5534,100.0,4115.33,GUSTAVOS,GUSTAVOS,2021-05-20 09:14:36.466,2021-05-20 09:14:36.475,103786,5317,,
3686,5537,100.0,5563.65,WELLINGTON,WELLINGTON,2021-05-20 09:26:36.047,2021-05-20 09:26:36.054,103787,3911,,
3687,5542,100.0,6319.82,DANIEL,DANIEL,2021-05-20 11:26:05.444,2021-05-20 11:26:05.444,103788,3619,,
3688,5547,100.0,2250.4,KELVIN,KELVIN,2021-05-20 14:31:20.070,2021-05-20 14:31:20.070,103789,9,,
3689,5549,100.0,1819.42,WELLINGTON,WELLINGTON,2021-05-20 14:54:02.699,2021-05-20 14:54:02.705,103790,3641,,
3693,5553,100.0,1864.85,WELLINGTON,WELLINGTON,2021-05-20 15:18:27.790,2021-05-20 15:18:27.795,103796,3641,,
3690,5548,,,DANIEL,DANIEL,2021-05-20 14:57:39.139,2021-05-20 14:57:39.232,103792,5442,,
3691,5550,100.0,1752.6,DANIEL,DANIEL,2021-05-20 15:07:43.320,2021-05-20 15:07:43.320,103793,5442,,
3691,5548,,,DANIEL,DANIEL,2021-05-20 15:08:11.914,2021-05-20 15:08:11.992,103794,5442,,
3692,5551,100.0,4193.52,GUSTAVOS,GUSTAVOS,2021-05-20 15:14:47.225,2021-05-20 15:14:47.232,103795,5317,,
3694,5554,100.0,0.0,DANIEL,DANIEL,2021-05-20 15:21:10.963,2021-05-20 15:21:10.963,103797,5299,,
3695,5555,100.0,4084.29,GUSTAVOS,GUSTAVOS,2021-05-20 15:29:21.966,2021-05-20 15:29:21.975,103798,5317,,
3696,5557,100.0,5980.8,DANIEL,DANIEL,2021-05-20 15:47:04.433,2021-05-20 15:47:04.433,103799,3619,,
3698,5558,100.0,4577.1,DANIEL,DANIEL,2021-05-20 15:58:57.835,2021-05-20 15:58:57.835,103801,3898,,
3699,5559,100.0,4659.6,DANIEL,DANIEL,2021-05-20 16:06:52.967,2021-05-20 16:06:52.967,103802,3898,,
3702,5563,100.0,10054.0,DANIEL,DANIEL,2021-05-20 16:23:39.502,2021-05-20 16:23:39.502,103805,3898,,
3705,5565,100.0,5254.1,GUSTAVOS,GUSTAVOS,2021-05-20 16:32:25.788,2021-05-20 16:32:25.794,103808,5317,,
3706,5566,100.0,6522.6,DANIEL,DANIEL,2021-05-20 16:34:42.758,2021-05-20 16:34:42.758,103809,3619,,
3710,5572,100.0,8684.9,DANIEL,DANIEL,2021-05-20 16:55:46.133,2021-05-20 16:55:46.133,103813,3898,,
3712,5574,100.0,5072.0,DANIEL,DANIEL,2021-05-20 17:10:58.948,2021-05-20 17:10:58.948,103815,3898,,
3714,5576,100.0,10201.84,GUSTAVOS,GUSTAVOS,2021-05-20 17:22:48.861,2021-05-20 17:22:48.867,103817,5492,,
3715,5578,100.0,9974.8,DANIEL,DANIEL,2021-05-20 17:35:15.346,2021-05-20 17:35:15.346,103818,3898,,
3716,5577,100.0,10344.73,GUSTAVOS,GUSTAVOS,2021-05-20 17:35:18.753,2021-05-20 17:35:18.757,103819,5492,,
3719,5582,100.0,8191.8,DANIEL,DANIEL,2021-05-20 17:59:23.080,2021-05-20 17:59:23.080,103822,4510,,
3721,5584,100.0,7520.72,GUSTAVOS,GUSTAVOS,2021-05-20 18:58:31.665,2021-05-20 18:58:31.673,103824,5492,,
3697,5556,100.0,7585.34,KELVIN,KELVIN,2021-05-20 15:48:54.710,2021-05-20 15:48:54.710,103800,3911,,
3700,5560,100.0,4072.78,KELVIN,KELVIN,2021-05-20 16:13:26.595,2021-05-20 16:13:26.595,103803,5492,,
3701,5561,100.0,5446.01,KELVIN,KELVIN,2021-05-20 16:22:36.460,2021-05-20 16:22:36.460,103804,5492,,
3703,5564,100.0,5467.07,KELVIN,KELVIN,2021-05-20 16:28:27.667,2021-05-20 16:28:27.667,103806,5492,,
3704,5567,100.0,5292.19,KELVIN,KELVIN,2021-05-20 16:32:26.400,2021-05-20 16:32:26.400,103807,5492,,
3707,5568,100.0,5171.56,WELLINGTON,WELLINGTON,2021-05-20 16:35:22.181,2021-05-20 16:35:22.187,103810,5317,,
3708,5570,100.0,7382.96,KELVIN,KELVIN,2021-05-20 16:41:14.647,2021-05-20 16:41:14.647,103811,3911,,
3709,5571,100.0,7229.04,KELVIN,KELVIN,2021-05-20 16:48:31.792,2021-05-20 16:48:31.792,103812,3911,,
3711,5573,100.0,3470.6,KELVIN,KELVIN,2021-05-20 17:08:53.700,2021-05-20 17:08:53.700,103814,5492,,
3713,5575,100.0,4493.94,WELLINGTON,WELLINGTON,2021-05-20 17:19:36.835,2021-05-20 17:19:36.842,103816,5316,,
3717,5579,100.0,4424.62,WELLINGTON,WELLINGTON,2021-05-20 17:40:41.300,2021-05-20 17:40:41.306,103820,5316,,
3718,5581,100.0,6687.41,KELVIN,KELVIN,2021-05-20 17:46:38.001,2021-05-20 17:46:38.009,103821,3911,,
3720,5583,100.0,1669.44,WELLINGTON,WELLINGTON,2021-05-20 18:21:08.297,2021-05-20 18:21:08.311,103823,5316,,
3722,5586,100.0,8419.3,MARCAO,MARCAO,2021-05-21 07:35:51.229,2021-05-21 07:35:51.229,103825,4145,,
3723,5588,100.0,6564.2,DANIEL,DANIEL,2021-05-21 08:24:49.662,2021-05-21 08:24:49.662,103826,5442,,
3724,5591,100.0,6195.0,DANIEL,DANIEL,2021-05-21 08:43:41.405,2021-05-21 08:43:41.405,103827,3898,,
3725,5594,100.0,1167.42,GUSTAVOS,GUSTAVOS,2021-05-21 08:54:56.989,2021-05-21 08:54:56.994,103828,5214,,
3726,5601,100.0,7685.0,DANIEL,DANIEL,2021-05-21 09:38:46.594,2021-05-21 09:38:46.594,103829,2315,,
3727,5602,100.0,6647.0,DANIEL,DANIEL,2021-05-21 09:58:54.993,2021-05-21 09:58:54.993,103830,5442,,
3728,5603,100.0,10194.8,DANIEL,DANIEL,2021-05-21 10:20:36.864,2021-05-21 10:20:36.864,103831,3898,,
3729,5604,100.0,4071.2,DANIEL,DANIEL,2021-05-21 10:30:06.099,2021-05-21 10:30:06.099,103832,3898,,
3730,5590,100.0,97.75,THIAGO,THIAGO,2021-05-21 11:05:19.875,2021-05-21 11:05:19.875,103833,70,,
3730,5592,,,THIAGO,THIAGO,2021-05-21 11:05:28.050,2021-05-21 11:05:28.050,103834,70,,
3730,5595,,,THIAGO,THIAGO,2021-05-21 11:05:51.309,2021-05-21 11:05:51.309,103835,70,,
3730,5596,,,THIAGO,THIAGO,2021-05-21 11:05:54.960,2021-05-21 11:05:54.960,103836,70,,
3730,5598,,,THIAGO,THIAGO,2021-05-21 11:05:59.250,2021-05-21 11:05:59.265,103837,70,,
3730,5599,,,THIAGO,THIAGO,2021-05-21 11:06:02.806,2021-05-21 11:06:02.806,103838,70,,
3730,5597,,,THIAGO,THIAGO,2021-05-21 11:06:08.906,2021-05-21 11:06:08.906,103839,70,,
3730,5600,,,THIAGO,THIAGO,2021-05-21 11:06:38.858,2021-05-21 11:06:38.858,103840,70,,
3731,5608,100.0,3657.5,WELLINGTON,WELLINGTON,2021-05-21 13:10:29.137,2021-05-21 13:10:29.143,103841,3911,,
3732,5609,100.0,2352.91,WELLINGTON,WELLINGTON,2021-05-21 13:32:19.228,2021-05-21 13:32:19.235,103842,5293,,
3733,5610,100.0,307.84,WELLINGTON,WELLINGTON,2021-05-21 13:52:43.921,2021-05-21 13:52:43.927,103843,5316,,
3734,5612,100.0,2175.48,GUSTAVOS,GUSTAVOS,2021-05-21 14:00:13.879,2021-05-21 14:00:13.886,103844,3641,,
3735,5613,100.0,2772.0,THIAGO,THIAGO,2021-05-21 14:06:15.444,2021-05-21 14:06:15.444,103845,3578,,
3736,5611,100.0,6710.29,KELVIN,KELVIN,2021-05-21 14:13:15.428,2021-05-21 14:13:15.436,103846,3911,,
3737,5615,100.0,0.0,DANIEL,DANIEL,2021-05-21 14:23:57.118,2021-05-21 14:23:57.118,103847,5299,,
3738,5614,100.0,4847.98,WELLINGTON,WELLINGTON,2021-05-21 14:24:12.095,2021-05-21 14:24:12.100,103848,3911,,
3739,5616,100.0,11823.7,KELVIN,KELVIN,2021-05-21 14:30:49.013,2021-05-21 14:30:49.013,103849,3911,,
3740,5617,100.0,7297.29,KELVIN,KELVIN,2021-05-21 14:38:11.855,2021-05-21 14:38:11.855,103850,3911,,
3741,5618,100.0,5000.4,DANIEL,DANIEL,2021-05-21 14:45:38.169,2021-05-21 14:45:38.169,103851,3898,,
3742,5620,100.0,6661.6,DANIEL,DANIEL,2021-05-21 15:28:56.830,2021-05-21 15:28:56.830,103852,3898,,
3743,5622,100.0,8202.6,DANIEL,DANIEL,2021-05-21 15:59:58.855,2021-05-21 15:59:58.855,103853,4510,,
3744,5626,100.0,5371.16,GUSTAVOS,GUSTAVOS,2021-05-21 16:04:57.874,2021-05-21 16:04:57.879,103854,5317,,
3745,5625,100.0,5276.21,WELLINGTON,WELLINGTON,2021-05-21 16:05:43.679,2021-05-21 16:05:43.686,103855,5317,,
3746,5629,100.0,6937.2,DANIEL,DANIEL,2021-05-21 16:12:40.352,2021-05-21 16:12:40.352,103856,3898,,
3747,5632,100.0,7593.79,KELVIN,KELVIN,2021-05-21 16:21:59.434,2021-05-21 16:21:59.437,103857,3911,,
3748,5633,100.0,4121.7,WILLIAN,WILLIAN,2021-05-21 17:05:36.059,2021-05-21 17:05:36.059,103858,3911,,
3749,5634,100.0,2446.8,GUSTAVOS,GUSTAVOS,2021-05-21 17:16:22.307,2021-05-21 17:16:22.314,103859,5316,,
3750,5637,100.0,7500.0,WELLINGTON,WELLINGTON,2021-05-21 17:38:43.667,2021-05-21 17:38:43.667,103860,3,,
3751,5639,100.0,5201.86,KELVIN,KELVIN,2021-05-21 17:49:14.133,2021-05-21 17:49:14.133,103861,5492,,
3752,5640,100.0,9521.4,DANIEL,DANIEL,2021-05-21 17:50:27.741,2021-05-21 17:50:27.741,103862,3898,,
3753,5638,100.0,5634.03,GUSTAVOS,GUSTAVOS,2021-05-21 17:51:46.400,2021-05-21 17:51:46.405,103863,3911,,
3754,5635,100.0,6799.65,WELLINGTON,WELLINGTON,2021-05-21 17:55:09.052,2021-05-21 17:55:09.052,103864,5474,,
3755,5641,100.0,4015.43,KELVIN,KELVIN,2021-05-21 17:58:53.052,2021-05-21 17:58:53.052,103865,5492,,
3756,5636,100.0,7149.31,KELVIN,KELVIN,2021-05-22 07:55:25.038,2021-05-22 07:55:25.038,103866,3911,,
3757,5643,100.0,9039.09,GUSTAVOS,GUSTAVOS,2021-05-22 08:07:05.422,2021-05-22 08:07:05.430,103867,5399,,
3758,5645,100.0,6128.0,DANIEL,DANIEL,2021-05-22 08:22:24.978,2021-05-22 08:22:24.978,103868,3898,,
3759,5646,100.0,8904.71,KELVIN,KELVIN,2021-05-22 08:37:24.084,2021-05-22 08:37:24.090,103869,3911,,
3760,5648,100.0,9840.6,DANIEL,DANIEL,2021-05-22 08:43:19.315,2021-05-22 08:43:19.315,103870,3898,,
3761,5647,100.0,3264.5,GUSTAVOS,GUSTAVOS,2021-05-22 08:44:58.586,2021-05-22 08:44:58.590,103871,5206,,
3762,5649,100.0,1362.49,WELLINGTON,WELLINGTON,2021-05-22 09:01:58.703,2021-05-22 09:01:58.709,103872,5214,,
3763,5652,100.0,4570.0,DANIEL,DANIEL,2021-05-22 09:23:25.424,2021-05-22 09:23:25.424,103873,2315,,
3764,5644,100.0,4887.29,WELLINGTON,WELLINGTON,2021-05-22 09:23:35.123,2021-05-22 09:23:35.152,103874,3911,,
3765,5654,100.0,2876.79,GUSTAVOS,GUSTAVOS,2021-05-22 09:33:51.981,2021-05-22 09:33:51.990,103875,3641,,
3766,5657,100.0,2907.99,GUSTAVOS,GUSTAVOS,2021-05-22 09:59:39.457,2021-05-22 09:59:39.465,103876,3641,,
3767,5658,100.0,6247.5,GUSTAVOS,GUSTAVOS,2021-05-22 10:15:28.295,2021-05-22 10:15:28.302,103877,5317,,
3768,5659,100.0,6234.35,GUSTAVOS,GUSTAVOS,2021-05-22 10:24:55.319,2021-05-22 10:24:55.324,103878,5317,,
3769,5660,100.0,3009.16,WELLINGTON,WELLINGTON,2021-05-22 10:38:35.941,2021-05-22 10:38:35.941,103879,3641,,
3770,5661,100.0,2443.2,MARCAO,MARCAO,2021-05-22 10:47:54.743,2021-05-22 10:47:54.743,103880,5299,,
3771,5663,100.0,3014.77,GUSTAVOS,GUSTAVOS,2021-05-22 10:54:38.960,2021-05-22 10:54:38.964,103881,3641,,
3772,5665,100.0,2331.74,WELLINGTON,WELLINGTON,2021-05-22 11:22:31.738,2021-05-22 11:22:31.742,103882,5293,,
3772,5662,,,WELLINGTON,WELLINGTON,2021-05-22 11:23:25.401,2021-05-22 11:23:25.411,103883,5293,,
3773,5669,100.0,1744.8,DANIEL,DANIEL,2021-05-22 13:35:41.335,2021-05-22 13:35:41.350,103884,5135,,
3774,5671,100.0,3919.6,WELLINGTON,WELLINGTON,2021-05-22 14:11:06.897,2021-05-22 14:11:06.897,103885,5316,,
3774,5610,,,WELLINGTON,WELLINGTON,2021-05-22 14:11:30.921,2021-05-22 14:11:30.937,103886,5316,,
3775,5672,100.0,4007.01,WELLINGTON,WELLINGTON,2021-05-22 14:41:24.577,2021-05-22 14:41:24.577,103887,5268,,
3776,5673,100.0,4082.99,WELLINGTON,WELLINGTON,2021-05-22 14:54:47.339,2021-05-22 14:54:47.339,103888,5268,,
3777,5676,100.0,4881.43,WELLINGTON,WELLINGTON,2021-05-23 09:17:23.156,2021-05-23 09:17:23.156,103889,3911,,
3778,5681,100.0,11005.0,THIAGO,THIAGO,2021-05-23 11:59:56.655,2021-05-23 11:59:56.655,103890,1942,,
3779,5670,100.0,3199.7,DANIEL,DANIEL,2021-05-24 07:55:25.622,2021-05-24 07:55:25.622,103891,5135,,
3780,5682,100.0,2375.41,GUSTAVOS,GUSTAVOS,2021-05-24 08:00:05.713,2021-05-24 08:00:05.723,103892,3641,,
3781,5683,100.0,2367.18,THIAGO,THIAGO,2021-05-24 09:11:48.995,2021-05-24 09:11:48.995,103893,3578,,
3782,5684,100.0,650.0,WELLINGTON,WELLINGTON,2021-05-24 10:57:34.494,2021-05-24 10:57:34.504,103894,5208,,
3783,5686,100.0,8661.6,MARCAO,MARCAO,2021-05-24 11:42:56.064,2021-05-24 11:42:56.064,103895,4145,,
3784,5687,100.0,6072.0,DANIEL,DANIEL,2021-05-24 11:49:38.367,2021-05-24 11:49:38.367,103896,3898,,
3785,5688,100.0,6777.4,DANIEL,DANIEL,2021-05-24 11:57:47.473,2021-05-24 11:57:47.473,103897,3619,,
3786,5690,100.0,7270.17,WELLINGTON,WELLINGTON,2021-05-24 13:59:15.008,2021-05-24 13:59:15.008,103898,114,,
3787,5691,100.0,6288.0,WELLINGTON,WELLINGTON,2021-05-24 14:59:26.791,2021-05-24 14:59:26.796,103899,3911,,
3788,5694,100.0,0.0,DANIEL,DANIEL,2021-05-24 15:13:44.985,2021-05-24 15:13:44.985,103900,5299,,
3789,5693,100.0,5724.78,GUILHERME,GUILHERME,2021-05-24 15:27:53.402,2021-05-24 15:27:53.409,103901,3911,,
3790,5699,100.0,6255.15,GABRIEL,GABRIEL,2021-05-24 15:56:29.796,2021-05-24 15:56:29.802,103902,3911,,
3791,5700,100.0,5956.0,DANIEL,DANIEL,2021-05-24 16:08:43.883,2021-05-24 16:08:43.883,103903,3898,,
3792,5697,100.0,5582.65,GUSTAVOS,GUSTAVOS,2021-05-24 16:28:15.330,2021-05-24 16:28:15.336,103904,114,,
3793,5702,100.0,2134.0,WILLIAN,WILLIAN,2021-05-24 16:37:23.065,2021-05-24 16:37:23.071,103905,3603,,
3794,5705,100.0,1.0,WILLIAN,WILLIAN,2021-05-24 16:50:37.403,2021-05-24 16:50:37.409,103906,3603,,
3795,5704,100.0,1523.44,GUSTAVOS,GUSTAVOS,2021-05-24 16:57:18.816,2021-05-24 16:57:18.821,103907,114,,
3795,5697,,,GUSTAVOS,GUSTAVOS,2021-05-24 16:58:06.516,2021-05-24 16:58:06.522,103908,114,,
3796,5706,100.0,5692.75,WELLINGTON,WELLINGTON,2021-05-24 17:59:01.058,2021-05-24 17:59:01.066,103909,3911,,
3797,5707,100.0,6254.73,GUSTAVOS,GUSTAVOS,2021-05-24 18:11:46.653,2021-05-24 18:11:46.662,103910,3911,,
3798,5709,100.0,10338.29,WILLIAN,WILLIAN,2021-05-24 19:05:54.164,2021-05-24 19:05:54.171,103911,5492,,
3799,5710,100.0,4049.65,WILLIAN,WILLIAN,2021-05-24 19:28:06.135,2021-05-24 19:28:06.142,103912,5268,,
3800,5711,100.0,2087.32,GUSTAVOS,GUSTAVOS,2021-05-24 22:01:11.054,2021-05-24 22:01:11.069,103913,3508,,
3801,5712,100.0,8569.8,DANIEL,DANIEL,2021-05-25 07:55:13.532,2021-05-25 07:55:13.532,103914,4510,,
3802,5714,100.0,8155.44,KELVIN,KELVIN,2021-05-25 09:12:17.360,2021-05-25 09:12:17.360,103915,3,,
3803,5713,100.0,2032.57,GUSTAVOS,GUSTAVOS,2021-05-25 09:19:40.922,2021-05-25 09:19:40.930,103916,3508,,
3804,5718,100.0,12541.3,GUSTAVOS,GUSTAVOS,2021-05-25 09:58:34.532,2021-05-25 09:58:34.539,103917,3914,,
3805,5717,100.0,5327.8,DANIEL,DANIEL,2021-05-25 09:59:42.517,2021-05-25 09:59:42.517,103918,3898,,
3806,5719,100.0,956.12,WILLIAN,WILLIAN,2021-05-25 10:15:22.612,2021-05-25 10:15:22.612,103919,5214,,
3807,5721,100.0,5652.17,GABRIEL,GABRIEL,2021-05-25 11:02:33.490,2021-05-25 11:02:33.490,103920,3911,,
3808,5725,100.0,1406.25,GABRIEL,GABRIEL,2021-05-25 13:13:27.075,2021-05-25 13:13:27.075,103921,136,,
3809,5726,100.0,1696.5,GUILHERME,GUILHERME,2021-05-25 13:26:11.603,2021-05-25 13:26:11.608,103922,136,,
3810,5727,100.0,1705.05,GABRIEL,GABRIEL,2021-05-25 13:33:19.600,2021-05-25 13:33:19.600,103923,136,,
3811,5724,100.0,1665.9,THIAGO,THIAGO,2021-05-25 13:37:01.121,2021-05-25 13:37:01.121,103924,136,,
3812,5728,100.0,5392.15,GUSTAVOS,GUSTAVOS,2021-05-25 14:07:31.262,2021-05-25 14:07:31.269,103925,5290,,
3813,5729,100.0,2270.25,GABRIEL,GABRIEL,2021-05-25 14:14:04.841,2021-05-25 14:14:04.841,103926,136,,
3814,5731,100.0,3898.75,GUSTAVOS,GUSTAVOS,2021-05-25 15:03:47.600,2021-05-25 15:03:47.607,103927,5317,,
3815,5732,100.0,6626.4,DANIEL,DANIEL,2021-05-25 15:04:09.795,2021-05-25 15:04:09.795,103928,3898,,
3816,5733,100.0,4665.35,GUSTAVOS,GUSTAVOS,2021-05-25 15:13:30.224,2021-05-25 15:13:30.230,103929,5290,,
3817,5735,100.0,5838.33,GABRIEL,GABRIEL,2021-05-25 15:22:44.832,2021-05-25 15:22:44.835,103930,5492,,
3818,5737,100.0,5096.19,GUSTAVOS,GUSTAVOS,2021-05-25 15:29:41.366,2021-05-25 15:29:41.371,103931,5317,,
3819,5738,100.0,1674.45,GABRIEL,GABRIEL,2021-05-25 15:35:54.589,2021-05-25 15:35:54.589,103932,136,,
3820,5736,100.0,5850.28,GUILHERME,GUILHERME,2021-05-25 15:39:21.163,2021-05-25 15:39:21.170,103933,3911,,
3821,5740,100.0,6789.2,DANIEL,DANIEL,2021-05-25 15:48:20.986,2021-05-25 15:48:20.986,103934,3898,,
3822,5739,100.0,1702.8,GABRIEL,GABRIEL,2021-05-25 15:51:50.944,2021-05-25 15:51:50.959,103935,136,,
3823,5741,100.0,25.0,WILLIAN,WILLIAN,2021-05-25 16:10:34.149,2021-05-25 16:10:34.149,103936,3603,,
3824,5742,100.0,1010.0,WILLIAN,WILLIAN,2021-05-25 16:32:15.665,2021-05-25 16:32:15.665,103937,3603,,
3825,5721,,,THIAGO,THIAGO,2021-05-25 16:33:31.580,2021-05-25 16:33:31.580,103938,3911,,
3826,5743,100.0,3157.0,MARCAO,MARCAO,2021-05-25 16:43:49.121,2021-05-25 16:43:49.121,103939,5219,,
3827,5744,100.0,12104.0,THIAGO,THIAGO,2021-05-25 18:38:15.187,2021-05-25 18:38:15.187,103940,1942,,
3828,5745,100.0,11958.0,THIAGO,THIAGO,2021-05-25 18:50:35.596,2021-05-25 18:50:35.596,103941,1942,,
3829,5748,100.0,7439.08,GUSTAVOS,GUSTAVOS,2021-05-26 07:54:11.921,2021-05-26 07:54:11.928,103942,114,,
3830,5749,100.0,2284.65,GABRIEL,GABRIEL,2021-05-26 08:58:05.165,2021-05-26 08:58:05.171,103943,136,,
3831,5750,100.0,528.62,GUSTAVOS,GUSTAVOS,2021-05-26 09:02:24.181,2021-05-26 09:02:24.186,103944,5290,,
3831,5733,,,GUSTAVOS,GUSTAVOS,2021-05-26 09:02:36.535,2021-05-26 09:02:36.542,103945,5290,,
3832,5751,100.0,1649.7,GUILHERME,GUILHERME,2021-05-26 09:05:25.475,2021-05-26 09:05:25.482,103946,136,,
3833,5755,100.0,6219.52,GABRIEL,GABRIEL,2021-05-26 10:15:04.284,2021-05-26 10:15:04.289,103947,3911,,
3834,5709,,,GUSTAVOS,GUSTAVOS,2021-05-26 11:02:25.530,2021-05-26 11:02:25.537,103948,5492,,
3835,5758,100.0,4812.5,DANIEL,DANIEL,2021-05-26 11:13:55.575,2021-05-26 11:13:55.575,103949,3898,,
3836,5759,100.0,3772.43,GUSTAVOS,GUSTAVOS,2021-05-26 11:22:10.402,2021-05-26 11:22:10.407,103950,5317,,
3837,5760,100.0,4053.47,GUSTAVOS,GUSTAVOS,2021-05-26 11:38:27.661,2021-05-26 11:38:27.667,103951,5317,,
3838,5762,100.0,1152.75,WELLINGTON,WELLINGTON,2021-05-26 12:40:50.031,2021-05-26 12:40:50.031,103952,3603,,
3839,5763,100.0,1978.92,WELLINGTON,WELLINGTON,2021-05-26 13:07:22.245,2021-05-26 13:07:22.245,103953,3641,,
3840,5765,100.0,2259.0,GABRIEL,GABRIEL,2021-05-26 13:39:28.571,2021-05-26 13:39:28.578,103954,136,,
3841,5764,100.0,2215.8,GUILHERME,GUILHERME,2021-05-26 13:44:09.203,2021-05-26 13:44:09.207,103955,136,,
3842,5766,100.0,1656.45,GABRIEL,GABRIEL,2021-05-26 13:48:00.686,2021-05-26 13:48:00.692,103956,136,,
3843,5767,100.0,1677.6,GUILHERME,GUILHERME,2021-05-26 14:13:13.055,2021-05-26 14:13:13.060,103957,136,,
3844,5769,100.0,1680.3,GUILHERME,GUILHERME,2021-05-26 14:46:58.252,2021-05-26 14:46:58.264,103958,136,,
3845,5770,100.0,7854.0,GUSTAVOS,GUSTAVOS,2021-05-26 15:36:19.129,2021-05-26 15:36:19.135,103959,5492,,
3846,5771,100.0,2146.13,WILLIAN,WILLIAN,2021-05-26 15:48:26.386,2021-05-26 15:48:26.386,103960,5316,,
3847,5772,100.0,7715.21,GUSTAVOS,GUSTAVOS,2021-05-26 15:51:13.155,2021-05-26 15:51:13.161,103961,5492,,
3848,5773,100.0,8998.5,THIAGO,THIAGO,2021-05-26 16:03:10.616,2021-05-26 16:03:10.616,103962,3891,,
3849,5775,100.0,4215.25,GUSTAVOS,GUSTAVOS,2021-05-26 16:14:17.619,2021-05-26 16:14:17.627,103963,5317,,
3850,5777,100.0,4922.61,GUSTAVOS,GUSTAVOS,2021-05-26 16:20:01.873,2021-05-26 16:20:01.879,103964,5317,,
3851,5778,100.0,4798.73,GUSTAVOS,GUSTAVOS,2021-05-26 16:24:45.383,2021-05-26 16:24:45.389,103965,5317,,
3852,5780,100.0,1068.0,GUSTAVOS,GUSTAVOS,2021-05-26 16:54:18.523,2021-05-26 16:54:18.529,103966,3603,,
3853,5779,100.0,6716.73,GABRIEL,GABRIEL,2021-05-26 16:57:48.532,2021-05-26 16:57:48.538,103967,3911,,
3854,5781,100.0,6287.1,GUILHERME,GUILHERME,2021-05-26 17:00:11.605,2021-05-26 17:00:11.611,103968,3911,,
3855,5782,100.0,6287.1,GUILHERME,GUILHERME,2021-05-26 17:19:26.690,2021-05-26 17:19:26.695,103969,3911,,
3856,5786,100.0,6419.56,GUILHERME,GUILHERME,2021-05-26 18:00:26.436,2021-05-26 18:00:26.445,103970,3911,,
3857,5788,100.0,5959.78,KELVIN,KELVIN,2021-05-26 18:25:23.477,2021-05-26 18:25:23.477,103971,3612,,
3858,5790,100.0,1719.04,WILLIAN,WILLIAN,2021-05-26 18:39:15.937,2021-05-26 18:39:15.937,103972,5316,,
3859,5791,100.0,7623.85,GUSTAVOS,GUSTAVOS,2021-05-26 18:45:38.951,2021-05-26 18:45:38.956,103973,5155,,
3860,5792,100.0,1736.04,WILLIAN,WILLIAN,2021-05-26 18:47:36.137,2021-05-26 18:47:36.151,103974,5316,,
3861,5793,100.0,5251.14,GUSTAVOS,GUSTAVOS,2021-05-26 19:14:37.460,2021-05-26 19:14:37.466,103975,5316,,
3862,5797,100.0,1719.0,GABRIEL,GABRIEL,2021-05-27 08:32:18.107,2021-05-27 08:32:18.112,103976,136,,
3863,5798,100.0,1404.9,GUILHERME,GUILHERME,2021-05-27 08:39:03.118,2021-05-27 08:39:03.123,103977,136,,
3864,5799,100.0,2225.7,GABRIEL,GABRIEL,2021-05-27 08:48:01.346,2021-05-27 08:48:01.353,103978,136,,
3865,5801,100.0,2350.5,DANIEL,DANIEL,2021-05-27 09:36:57.353,2021-05-27 09:36:57.353,103979,5135,,
