codmanif,numero,porcparticfretemot,fretemotoristaprop,usuarioins,usuarioalt,dataatual,datadigitacao,codmanifconhecimento,codcidadedescarga,ordem,codmanifev
1,166,,,MARCAO,,,2020-02-28 15:31:44.000,100001,5290,,
2,182,,,MARCAO,,,2020-03-04 12:00:48.000,100002,5316,,
3,183,,,MARCAO,,,2020-03-04 14:54:16.000,100003,5316,,
4,184,,,MARCAO,,,2020-03-04 15:59:02.000,100004,5316,,
5,167,,,MARCAO,,,2020-02-28 16:12:16.000,100005,5290,,
6,175,,,MARCAO,,,2020-03-03 18:18:24.000,100006,5290,,
7,177,,,MARCAO,,,2020-03-04 11:13:46.000,100007,5290,,
8,188,,,MARCAO,,,2020-03-05 09:36:56.000,100008,5316,,
9,189,,,MARCAO,,,2020-03-05 09:43:30.000,100009,5316,,
10,190,,,MARCAO,,,2020-03-05 11:23:06.000,100010,5316,,
11,191,,,MARCAO,,,2020-03-05 14:53:01.000,100011,5316,,
12,192,,,MARCAO,,,2020-03-05 17:57:25.000,100012,5316,,
13,193,,,MARCAO,,,2020-03-06 01:26:34.000,100013,5316,,
14,196,,,MARCAO,,,2020-03-06 11:41:45.000,100014,5316,,
15,197,,,MARCAO,,,2020-03-06 11:47:25.000,100015,5316,,
16,198,,,MARCAO,,,2020-03-06 12:08:58.000,100016,5316,,
17,200,,,MARCAO,,,2020-03-07 13:00:59.000,100017,5316,,
18,202,,,MARCAO,,,2020-03-07 16:39:32.000,100018,5316,,
19,201,,,MARCAO,,,2020-03-07 16:30:01.000,100019,5316,,
20,203,,,MARCAO,,,2020-03-07 18:07:37.000,100020,5316,,
21,204,,,MARCAO,,,2020-03-08 11:58:38.000,100021,5298,,
22,205,,,MARCAO,,,2020-03-08 12:49:27.000,100022,5316,,
23,206,,,MARCAO,,,2020-03-08 12:54:13.000,100023,5316,,
24,207,,,MARCAO,,,2020-03-08 12:58:05.000,100024,5316,,
25,208,,,MARCAO,,,2020-03-08 17:58:57.000,100025,5298,,
26,209,,,MARCAO,,,2020-03-08 18:13:41.000,100026,5298,,
27,210,,,MARCAO,,,2020-03-08 18:23:18.000,100027,5298,,
28,211,,,MARCAO,,,2020-03-09 11:17:51.000,100028,5316,,
29,212,,,MARCAO,,,2020-03-09 11:28:20.000,100029,5316,,
30,214,,,MARCAO,,,2020-03-09 11:52:41.000,100030,5316,,
31,215,,,MARCAO,,,2020-03-09 12:05:50.000,100031,5316,,
32,216,,,MARCAO,,,2020-03-09 12:50:16.000,100032,5316,,
33,217,,,MARCAO,,,2020-03-09 15:00:39.000,100033,5316,,
34,218,,,MARCAO,,,2020-03-09 15:17:24.000,100034,5316,,
35,219,,,MARCAO,,,2020-03-09 15:26:05.000,100035,5316,,
36,220,,,MARCAO,,,2020-03-09 15:52:55.000,100036,5316,,
37,221,,,MARCAO,,,2020-03-09 16:04:56.000,100037,5316,,
38,222,,,MARCAO,,,2020-03-09 16:11:35.000,100038,5298,,
39,223,,,MARCAO,,,2020-03-09 17:39:38.000,100039,5298,,
40,224,,,MARCAO,,,2020-03-09 18:00:21.000,100040,5316,,
41,225,,,MARCAO,,,2020-03-09 18:13:11.000,100041,5316,,
42,226,,,MARCAO,,,2020-03-10 09:29:48.000,100042,5316,,
43,227,,,MARCAO,,,2020-03-10 12:02:41.000,100043,5316,,
44,228,,,MARCAO,,,2020-03-10 12:10:47.000,100044,5316,,
45,229,,,MARCAO,,,2020-03-10 12:21:29.000,100045,5316,,
46,230,,,MARCAO,,,2020-03-11 09:00:53.000,100046,5316,,
47,231,,,MARCAO,,,2020-03-11 09:11:05.000,100047,5316,,
48,232,,,MARCAO,,,2020-03-11 09:58:53.000,100048,5316,,
49,233,,,MARCAO,,,2020-03-11 18:04:18.000,100049,5298,,
50,234,,,MARCAO,,,2020-03-11 18:09:14.000,100050,5298,,
51,235,,,MARCAO,,,2020-03-12 14:20:05.000,100051,5316,,
52,236,,,MARCAO,,,2020-03-12 14:30:32.000,100052,5316,,
53,237,,,MARCAO,,,2020-03-13 11:11:09.000,100053,5298,,
54,238,,,MARCAO,,,2020-03-13 15:51:53.000,100054,5298,,
55,239,,,MARCAO,,,2020-03-13 18:18:18.000,100055,5316,,
56,240,,,MARCAO,,,2020-03-14 11:00:40.000,100056,5316,,
57,241,,,MARCAO,,,2020-03-14 17:35:41.000,100057,5316,,
58,280,,,MARCAO,,,2020-03-16 08:18:35.000,100058,5316,,
59,281,,,MARCAO,,,2020-03-16 08:26:57.000,100059,5316,,
60,282,,,MARCAO,,,2020-03-16 18:41:45.000,100060,5316,,
61,283,,,MARCAO,,,2020-03-17 10:46:23.000,100061,5268,,
62,284,,,MARCAO,,,2020-03-17 14:34:03.000,100062,5316,,
63,285,,,MARCAO,,,2020-03-17 18:06:42.000,100063,5316,,
64,286,,,MARCAO,,,2020-03-18 10:40:46.000,100064,5268,,
65,287,,,MARCAO,,,2020-03-18 16:30:31.000,100065,5316,,
66,288,,,MARCAO,,,2020-03-18 16:39:28.000,100066,5316,,
67,289,,,MARCAO,,,2020-03-18 16:47:28.000,100067,5316,,
68,290,,,MARCAO,,,2020-03-18 16:53:06.000,100068,5316,,
69,291,,,MARCAO,,,2020-03-19 11:07:16.000,100069,5268,,
70,292,,,MARCAO,,,2020-03-19 11:21:05.000,100070,5268,,
71,293,,,MARCAO,,,2020-03-19 18:22:02.000,100071,5298,,
72,294,,,MARCAO,,,2020-03-21 11:14:19.000,100072,5268,,
73,324,,,MARCAO,,,2020-03-21 17:27:44.000,100073,5316,,
74,326,,,MARCAO,,,2020-03-23 18:29:46.000,100074,5316,,
75,327,,,MARCAO,,,2020-03-25 14:47:20.000,100075,5268,,
76,125,,,FABIANO,,,2020-01-31 16:17:19.000,100076,981,,
77,328,,,MARCAO,,,2020-03-25 16:24:23.000,100077,5316,,
78,329,,,MARCAO,,,2020-03-25 19:07:09.000,100078,5316,,
79,330,,,MARCAO,,,2020-03-27 10:34:53.000,100079,5268,,
80,331,,,MARCAO,,,2020-03-27 11:19:37.000,100080,5268,,
81,332,,,MARCAO,,,2020-03-27 14:41:07.000,100081,5316,,
82,333,,,MARCAO,,,2020-03-27 15:02:14.000,100082,5316,,
83,334,,,MARCAO,,,2020-03-27 16:17:12.000,100083,5316,,
84,335,,,MARCAO,,,2020-03-27 16:48:02.000,100084,5316,,
85,336,,,MARCAO,,,2020-03-28 10:58:18.000,100085,5316,,
86,337,,,MARCAO,,,2020-03-28 11:08:18.000,100086,5268,,
87,338,,,MARCAO,,,2020-03-28 16:51:04.000,100087,5316,,
88,339,,,MARCAO,,,2020-03-29 11:28:18.000,100088,5316,,
89,340,,,MARCAO,,,2020-03-29 11:42:56.000,100089,5316,,
90,341,,,MARCAO,,,2020-03-30 10:25:36.000,100090,5268,,
91,342,,,MARCAO,,,2020-03-30 11:29:35.000,100091,5316,,
92,344,,,MARCAO,,,2020-03-30 16:28:20.000,100092,5316,,
93,345,,,MARCAO,,,2020-04-01 16:00:04.000,100093,5268,,
94,346,,,MARCAO,,,2020-04-03 11:38:49.000,100094,5268,,
95,347,,,MARCAO,,,2020-04-04 10:49:19.000,100095,5268,,
96,364,,,MARCAO,,,2020-04-07 11:42:19.000,100096,5268,,
97,365,,,MARCAO,,,2020-04-07 19:58:35.000,100097,5268,,
98,366,,,MARCAO,,,2020-04-11 10:23:37.000,100098,5268,,
99,367,,,MARCAO,,,2020-04-11 12:06:11.000,100099,5268,,
100,368,,,MARCAO,,,2020-04-14 11:08:05.000,100100,5268,,
101,369,,,MARCAO,,,2020-04-15 12:12:48.000,100101,5268,,
102,370,,,MARCAO,,,2020-04-20 20:18:46.000,100102,5268,,
103,371,,,MARCAO,,,2020-04-22 15:42:25.000,100103,5268,,
104,372,100.0,7005.6,MARCAO,MARCAO,2020-05-04 16:47:11.579,2020-05-04 16:47:11.579,100104,37,,
105,377,100.0,6958.0,MARCAO,MARCAO,2020-05-06 10:55:30.518,2020-05-06 10:55:30.518,100105,37,,
106,381,100.0,2675.4,MARCAO,MARCAO,2020-05-07 17:07:32.831,2020-05-07 17:07:32.831,100106,5262,,
107,388,100.0,6776.0,LETYCIA,LETYCIA,2020-05-12 15:57:29.838,2020-05-12 15:57:29.838,100107,37,,
108,393,100.0,7187.6,LUIZ,LUIZ,2020-05-14 09:09:38.912,2020-05-14 09:09:38.912,100108,37,,
109,416,100.0,751.68,ANGELICA,ANGELICA,2020-05-31 11:04:52.792,2020-05-31 11:04:52.792,100109,5214,,
110,417,100.0,752.84,ANGELICA,ANGELICA,2020-05-31 17:43:21.476,2020-05-31 17:43:21.476,100110,5214,,
111,418,100.0,1043.42,ANGELICA,ANGELICA,2020-05-31 18:57:17.430,2020-05-31 18:57:17.430,100111,5214,,
112,419,100.0,897.26,ANGELICA,ANGELICA,2020-05-31 18:59:33.712,2020-05-31 18:59:33.712,100112,5214,,
113,420,100.0,925.68,ANGELICA,ANGELICA,2020-05-31 19:03:02.596,2020-05-31 19:03:02.596,100113,5214,,
114,421,100.0,1043.42,ANGELICA,ANGELICA,2020-05-31 19:05:33.916,2020-05-31 19:05:33.916,100114,5214,,
115,428,100.0,1085.96,ANGELICA,ANGELICA,2020-06-02 07:43:48.374,2020-06-02 07:43:48.374,100115,5214,,
116,430,100.0,675.0,ANGELICA,ANGELICA,2020-06-03 09:41:22.265,2020-06-03 09:41:22.265,100116,5195,,
117,432,100.0,2246.62,ANGELICA,ANGELICA,2020-06-03 09:53:08.820,2020-06-03 09:53:08.820,100117,5195,,
118,431,100.0,1500.0,ANGELICA,ANGELICA,2020-06-03 09:56:23.149,2020-06-03 09:56:23.149,100118,5195,,
118,430,,,ANGELICA,ANGELICA,2020-06-03 09:58:13.285,2020-06-03 09:58:13.285,100119,5195,,
119,433,100.0,2250.0,ANGELICA,ANGELICA,2020-06-03 10:05:44.827,2020-06-03 10:05:44.827,100120,5195,,
120,434,100.0,826.91,ANGELICA,ANGELICA,2020-06-03 15:21:01.902,2020-06-03 15:21:01.902,100121,5212,,
121,435,100.0,569.14,ANGELICA,ANGELICA,2020-06-03 15:48:05.909,2020-06-03 15:48:05.909,100122,5196,,
121,432,,,ANGELICA,ANGELICA,2020-06-03 15:55:53.441,2020-06-03 15:55:53.488,100123,5195,,
122,437,100.0,570.0,ANGELICA,ANGELICA,2020-06-03 17:24:42.853,2020-06-03 17:24:42.869,100124,5196,,
123,433,,,ANGELICA,ANGELICA,2020-06-03 17:38:59.387,2020-06-03 17:38:59.387,100125,5195,,
123,437,,,ANGELICA,ANGELICA,2020-06-03 17:39:06.204,2020-06-03 17:39:06.204,100126,5196,,
124,438,100.0,380.0,ANGELICA,ANGELICA,2020-06-03 17:54:07.603,2020-06-03 17:54:07.603,100127,5196,,
124,431,,,ANGELICA,ANGELICA,2020-06-03 17:55:09.114,2020-06-03 17:55:09.114,100128,5195,,
124,430,,,ANGELICA,ANGELICA,2020-06-03 17:55:25.151,2020-06-03 17:55:25.151,100129,5195,,
124,436,,,ANGELICA,ANGELICA,2020-06-03 17:55:38.520,2020-06-03 17:55:38.567,100130,5196,,
125,446,100.0,709.92,ANGELICA,ANGELICA,2020-06-04 14:23:53.794,2020-06-04 14:23:53.794,100131,5196,,
125,440,,,ANGELICA,ANGELICA,2020-06-04 14:24:18.925,2020-06-04 14:24:18.925,100132,5195,,
126,453,100.0,2609.79,ANGELICA,ANGELICA,2020-06-04 20:37:26.792,2020-06-04 20:37:26.792,100133,5195,,
127,462,100.0,351.23,ANGELICA,ANGELICA,2020-06-05 11:37:23.431,2020-06-05 11:37:23.431,100134,5212,,
127,458,,,ANGELICA,ANGELICA,2020-06-05 11:37:42.806,2020-06-05 11:37:42.806,100135,5212,,
127,459,,,ANGELICA,ANGELICA,2020-06-05 11:37:54.693,2020-06-05 11:37:54.693,100136,5212,,
127,460,,,ANGELICA,ANGELICA,2020-06-05 11:38:03.585,2020-06-05 11:38:03.585,100137,5212,,
128,470,100.0,794.9,ANGELICA,ANGELICA,2020-06-05 17:23:55.438,2020-06-05 17:23:55.438,100138,5196,,
128,464,,,ANGELICA,ANGELICA,2020-06-05 17:24:10.851,2020-06-05 17:24:10.851,100139,5195,,
129,471,100.0,990.0,ANGELICA,ANGELICA,2020-06-05 20:53:08.727,2020-06-05 20:53:08.743,100140,5212,,
130,472,100.0,2734.72,ANGELICA,ANGELICA,2020-06-06 10:52:47.913,2020-06-06 10:52:47.913,100141,5195,,
131,475,100.0,2766.3,ANGELICA,ANGELICA,2020-06-06 11:09:17.827,2020-06-06 11:09:17.827,100142,5195,,
132,474,100.0,1942.58,ANGELICA,ANGELICA,2020-06-06 11:40:42.447,2020-06-06 11:40:42.447,100143,5195,,
133,476,100.0,2841.22,ANGELICA,ANGELICA,2020-06-06 11:47:16.971,2020-06-06 11:47:16.971,100144,5195,,
134,477,100.0,2134.38,ANGELICA,ANGELICA,2020-06-06 11:53:23.025,2020-06-06 11:53:23.025,100145,5195,,
135,473,100.0,2546.38,ANGELICA,ANGELICA,2020-06-06 11:59:35.849,2020-06-06 11:59:35.849,100146,5195,,
136,478,100.0,2538.1,ANGELICA,ANGELICA,2020-06-06 12:14:17.000,2020-06-06 12:14:17.000,100147,5195,,
137,479,100.0,719.78,ANGELICA,ANGELICA,2020-06-08 08:40:00.700,2020-06-08 08:40:00.700,100148,5196,,
138,480,100.0,700.8,ANGELICA,ANGELICA,2020-06-08 08:42:10.585,2020-06-08 08:42:10.585,100149,5196,,
139,481,100.0,692.8,ANGELICA,ANGELICA,2020-06-08 08:44:10.970,2020-06-08 08:44:10.970,100150,5196,,
140,482,100.0,569.82,ANGELICA,ANGELICA,2020-06-08 08:58:13.433,2020-06-08 08:58:13.433,100151,5196,,
141,487,100.0,2177.09,ANGELICA,ANGELICA,2020-06-09 07:29:08.194,2020-06-09 07:29:08.194,100152,5195,,
142,489,100.0,1061.84,ANGELICA,ANGELICA,2020-06-10 08:31:41.233,2020-06-10 08:31:41.233,100153,5214,,
143,490,100.0,722.43,ANGELICA,ANGELICA,2020-06-10 08:35:43.548,2020-06-10 08:35:43.548,100154,5214,,
144,491,100.0,1061.84,LUIZ,LUIZ,2020-06-10 08:45:00.686,2020-06-10 08:45:00.702,100155,5214,,
145,492,100.0,489.92,LUIZ,LUIZ,2020-06-10 09:25:46.844,2020-06-10 09:25:46.844,100156,5214,,
146,496,100.0,6000.2,S,S,2020-06-10 11:29:25.377,2020-06-10 11:29:25.383,100157,3559,,
147,503,100.0,3584.1,LUIZ,LUIZ,2020-06-11 09:43:36.414,2020-06-11 09:43:36.414,100158,5195,,
148,506,100.0,873.05,LUIZ,LUIZ,2020-06-11 15:07:22.080,2020-06-11 15:07:22.080,100159,5196,,
148,503,,,LUIZ,LUIZ,2020-06-11 15:08:02.547,2020-06-11 15:08:02.656,100160,5195,,
149,505,100.0,9000.0,S,S,2020-06-11 15:14:16.838,2020-06-11 15:14:16.838,100161,141,,
150,507,100.0,9000.0,S,S,2020-06-12 14:58:23.045,2020-06-12 14:58:23.045,100162,114,,
151,508,100.0,7245.0,S,S,2020-06-12 16:12:43.054,2020-06-12 16:12:43.054,100163,114,,
152,509,100.0,9000.0,S,S,2020-06-12 16:40:13.550,2020-06-12 16:40:13.550,100164,114,,
153,510,100.0,7245.0,S,S,2020-06-12 17:26:28.743,2020-06-12 17:26:28.743,100165,114,,
154,511,100.0,9000.0,S,S,2020-06-12 19:57:01.252,2020-06-12 19:57:01.252,100166,114,,
155,514,100.0,6750.0,S,S,2020-06-13 14:26:03.598,2020-06-13 14:26:03.598,100167,114,,
156,515,100.0,9000.0,S,S,2020-06-13 14:38:28.108,2020-06-13 14:38:28.108,100168,114,,
157,517,100.0,100.11,LUIZ,LUIZ,2020-06-13 15:37:58.808,2020-06-13 15:37:58.808,100169,5229,,
157,516,,,LUIZ,LUIZ,2020-06-13 15:38:51.957,2020-06-13 15:38:52.004,100170,5229,,
157,513,,,LUIZ,LUIZ,2020-06-13 15:42:09.032,2020-06-13 15:42:09.094,100171,5222,,
157,512,,,LUIZ,LUIZ,2020-06-13 15:42:40.871,2020-06-13 15:42:40.871,100172,5222,,
158,519,100.0,90.0,LUIZ,LUIZ,2020-06-15 08:34:23.392,2020-06-15 08:34:23.392,100173,5219,,
158,518,,,LUIZ,LUIZ,2020-06-15 08:36:04.573,2020-06-15 08:36:04.589,100174,5214,,
159,520,100.0,9000.0,THIAGO,THIAGO,2020-06-16 17:01:56.359,2020-06-16 17:01:56.363,100175,114,,
160,523,100.0,7680.0,THIAGO,THIAGO,2020-06-17 14:50:22.118,2020-06-17 14:50:22.122,100176,114,,
161,524,100.0,7680.0,THIAGO,THIAGO,2020-06-17 15:19:42.794,2020-06-17 15:19:42.794,100177,114,,
162,531,100.0,6750.0,S,S,2020-06-18 18:44:04.550,2020-06-18 18:44:04.550,100178,114,,
163,533,100.0,5040.0,S,S,2020-06-19 11:07:52.417,2020-06-19 11:07:52.417,100179,114,,
164,534,100.0,12834.4,S,S,2020-06-19 13:24:15.673,2020-06-19 13:24:15.677,100180,4304,,
165,536,100.0,7020.0,S,S,2020-06-19 16:04:25.159,2020-06-19 16:04:25.175,100181,114,,
166,537,100.0,9728.78,ANGELICA,ANGELICA,2020-06-19 19:44:01.461,2020-06-19 19:44:01.461,100182,4304,,
167,539,100.0,4404.2,S,S,2020-06-22 09:09:19.404,2020-06-22 09:09:19.420,100183,5222,,
168,540,100.0,4485.9,S,S,2020-06-22 09:14:05.426,2020-06-22 09:14:05.426,100184,5222,,
169,541,100.0,4578.05,S,S,2020-06-22 16:05:15.862,2020-06-22 16:05:15.866,100185,5222,,
170,542,100.0,7030.0,S,S,2020-06-22 16:26:13.247,2020-06-22 16:26:13.253,100186,114,,
171,543,100.0,5116.8,S,S,2020-06-23 15:36:51.701,2020-06-23 15:36:51.701,100187,114,,
172,544,100.0,5760.0,S,S,2020-06-23 15:42:37.968,2020-06-23 15:42:37.968,100188,114,,
173,549,100.0,15600.0,S,S,2020-06-26 10:39:08.361,2020-06-26 10:39:08.361,100189,5205,,
174,550,100.0,15600.0,S,S,2020-06-26 10:47:04.692,2020-06-26 10:47:04.692,100190,5205,,
175,553,100.0,6240.0,S,S,2020-06-26 13:58:18.726,2020-06-26 13:58:18.726,100191,114,,
176,554,100.0,7030.0,S,S,2020-06-29 15:49:28.556,2020-06-29 15:49:28.556,100192,114,,
177,556,100.0,7030.0,S,S,2020-07-02 13:25:27.626,2020-07-02 13:25:27.626,100193,114,,
178,565,100.0,4480.2,THIAGO,THIAGO,2020-07-06 07:35:26.164,2020-07-06 07:35:26.164,100194,5228,,
179,567,100.0,13000.0,S,S,2020-07-06 18:23:33.064,2020-07-06 18:23:33.064,100195,1461,,
180,573,100.0,4402.3,S,S,2020-07-07 18:12:15.142,2020-07-07 18:12:15.142,100196,5228,,
181,579,100.0,4512.5,THIAGO,THIAGO,2020-07-09 14:42:14.350,2020-07-09 14:42:14.350,100197,5228,,
182,611,100.0,4453.6,THIAGO,THIAGO,2020-07-19 11:51:39.295,2020-07-19 11:51:39.295,100198,5228,,
183,630,100.0,1730.7,THIAGO,THIAGO,2020-07-22 13:33:02.773,2020-07-22 13:33:02.773,100199,16,,
184,631,100.0,1730.85,THIAGO,THIAGO,2020-07-22 14:35:16.883,2020-07-22 14:35:16.883,100200,5288,,
185,632,100.0,2607.0,THIAGO,THIAGO,2020-07-22 15:01:40.797,2020-07-22 15:01:40.797,100201,5288,,
186,633,100.0,1766.05,THIAGO,THIAGO,2020-07-22 15:30:30.947,2020-07-22 15:30:30.947,100202,5288,,
187,637,100.0,4621.5,THIAGO,THIAGO,2020-07-23 09:20:38.207,2020-07-23 09:20:38.207,100203,5449,,
188,636,100.0,3068.32,THIAGO,THIAGO,2020-07-23 09:25:57.180,2020-07-23 09:25:57.180,100204,5449,,
189,642,100.0,1432.35,THIAGO,THIAGO,2020-07-23 10:57:24.339,2020-07-23 10:57:24.339,100205,16,,
190,643,100.0,2150.1,THIAGO,THIAGO,2020-07-23 20:20:34.972,2020-07-23 20:20:34.972,100206,16,,
191,638,100.0,3130.72,THIAGO,THIAGO,2020-07-24 08:11:55.894,2020-07-24 08:11:55.894,100207,5449,,
192,644,100.0,3068.32,THIAGO,THIAGO,2020-07-24 10:52:27.376,2020-07-24 10:52:27.376,100208,3757,,
193,645,100.0,2652.1,THIAGO,THIAGO,2020-07-24 11:03:08.459,2020-07-24 11:03:08.459,100209,5288,,
194,646,100.0,3130.72,THIAGO,THIAGO,2020-07-24 11:19:08.607,2020-07-24 11:19:08.607,100210,3757,,
195,653,100.0,2251.8,THIAGO,THIAGO,2020-07-24 14:17:24.604,2020-07-24 14:17:24.604,100211,16,,
196,655,100.0,4621.5,THIAGO,THIAGO,2020-07-24 15:10:22.604,2020-07-24 15:10:22.604,100212,3757,,
197,656,100.0,1655.55,THIAGO,THIAGO,2020-07-24 17:13:48.558,2020-07-24 17:13:48.558,100213,16,,
198,657,100.0,4701.45,THIAGO,THIAGO,2020-07-24 18:44:06.274,2020-07-24 18:44:06.290,100214,5449,,
199,657,,,THIAGO,THIAGO,2020-07-25 10:23:58.858,2020-07-25 10:23:58.858,100215,5449,,
200,658,100.0,4701.45,THIAGO,THIAGO,2020-07-25 18:59:41.693,2020-07-25 18:59:41.693,100216,3757,,
201,659,100.0,2031.75,THIAGO,THIAGO,2020-07-27 13:38:21.707,2020-07-27 13:38:21.707,100217,16,,
202,660,100.0,1663.65,THIAGO,THIAGO,2020-07-27 13:51:37.806,2020-07-27 13:51:37.806,100218,16,,
203,661,100.0,1345.95,THIAGO,THIAGO,2020-07-27 16:12:28.763,2020-07-27 16:12:28.763,100219,16,,
204,662,100.0,1705.95,THIAGO,THIAGO,2020-07-27 19:29:12.129,2020-07-27 19:29:12.129,100220,16,,
205,663,100.0,1710.0,THIAGO,THIAGO,2020-07-28 11:12:37.306,2020-07-28 11:12:37.306,100221,16,,
206,664,100.0,1120.0,THIAGO,THIAGO,2020-07-28 18:10:46.972,2020-07-28 18:10:46.972,100222,13,,
207,665,100.0,993.65,THIAGO,THIAGO,2020-07-29 11:30:40.698,2020-07-29 11:30:40.698,100223,13,,
208,666,100.0,1129.45,THIAGO,THIAGO,2020-07-29 14:04:59.812,2020-07-29 14:04:59.812,100224,13,,
209,667,100.0,1105.3,THIAGO,THIAGO,2020-07-29 15:06:39.976,2020-07-29 15:06:39.976,100225,13,,
210,669,100.0,1703.25,THIAGO,THIAGO,2020-07-29 17:27:20.856,2020-07-29 17:27:20.856,100226,16,,
211,670,100.0,1367.55,THIAGO,THIAGO,2020-07-29 19:16:43.167,2020-07-29 19:16:43.167,100227,16,,
212,671,100.0,2500.0,THIAGO,THIAGO,2020-07-30 09:54:47.347,2020-07-30 09:54:47.347,100228,5262,,
213,672,100.0,1922.2,THIAGO,THIAGO,2020-07-30 11:37:01.470,2020-07-30 11:37:01.485,100229,5313,,
214,673,100.0,2000.6,PAULO,PAULO,2020-07-30 11:41:26.997,2020-07-30 11:41:26.997,100230,5313,,
215,675,100.0,1922.2,THIAGO,THIAGO,2020-07-30 11:44:24.307,2020-07-30 11:44:24.307,100231,5313,,
216,679,100.0,1051.71,THIAGO,THIAGO,2020-07-31 11:08:01.094,2020-07-31 11:08:01.094,100232,9,,
217,680,100.0,1208.79,THIAGO,THIAGO,2020-07-31 11:13:05.700,2020-07-31 11:13:05.700,100233,9,,
218,681,100.0,1184.0,THIAGO,THIAGO,2020-07-31 15:40:05.480,2020-07-31 15:40:05.480,100234,13,,
219,682,100.0,1120.0,THIAGO,THIAGO,2020-07-31 15:48:08.128,2020-07-31 15:48:08.128,100235,13,,
220,683,100.0,1665.0,THIAGO,THIAGO,2020-07-31 15:57:31.148,2020-07-31 15:57:31.164,100236,13,,
221,684,100.0,10528.0,THIAGO,THIAGO,2020-08-01 09:23:52.615,2020-08-01 09:23:52.615,100237,3909,,
222,685,100.0,1552.8,THIAGO,THIAGO,2020-08-03 08:46:14.448,2020-08-03 08:46:14.464,100238,5313,,
223,686,100.0,2004.8,THIAGO,THIAGO,2020-08-03 08:56:18.745,2020-08-03 08:56:18.745,100239,5313,,
224,687,100.0,1754.2,THIAGO,THIAGO,2020-08-03 09:22:22.349,2020-08-03 09:22:22.349,100240,5313,,
225,688,100.0,1056.0,GABRIELLA,GABRIELLA,2020-08-03 15:48:09.878,2020-08-03 15:48:09.878,100241,9,,
226,689,100.0,1155.0,GABRIELLA,GABRIELLA,2020-08-03 16:42:09.655,2020-08-03 16:42:09.655,100242,9,,
227,690,100.0,1155.0,GABRIELLA,GABRIELLA,2020-08-03 16:58:11.411,2020-08-03 16:58:11.411,100243,9,,
228,691,100.0,2024.4,THIAGO,THIAGO,2020-08-04 08:51:24.894,2020-08-04 08:51:24.894,100244,5313,,
229,701,100.0,3580.8,PAULO,PAULO,2020-08-06 16:52:27.464,2020-08-06 16:52:27.465,100245,5313,,
230,707,100.0,1156.05,GABRIELLA,GABRIELLA,2020-08-07 11:11:39.826,2020-08-07 11:11:39.826,100246,5201,,
231,719,100.0,1530.55,THIAGO,THIAGO,2020-08-11 07:55:20.153,2020-08-11 07:55:20.153,100247,5201,,
232,728,100.0,2371.5,THIAGO,THIAGO,2020-08-11 11:26:13.812,2020-08-11 11:26:13.812,100248,42,,
233,733,100.0,1573.6,THIAGO,THIAGO,2020-08-12 17:13:25.373,2020-08-12 17:13:25.373,100249,5201,,
234,734,100.0,3940.2,THIAGO,THIAGO,2020-08-13 15:50:42.381,2020-08-13 15:50:42.381,100250,38,,
235,746,100.0,12473.6,THIAGO,THIAGO,2020-08-17 15:23:25.782,2020-08-17 15:23:25.782,100251,3911,,
236,752,100.0,12513.0,THIAGO,THIAGO,2020-08-19 18:02:08.606,2020-08-19 18:02:08.606,100252,981,,
237,757,100.0,1006.95,THIAGO,THIAGO,2020-08-20 13:10:20.854,2020-08-20 13:10:20.854,100253,5201,,
238,759,100.0,5440.0,THIAGO,THIAGO,2020-08-20 16:19:26.918,2020-08-20 16:19:26.918,100254,114,,
239,764,100.0,7358.4,THIAGO,THIAGO,2020-08-22 17:17:12.675,2020-08-22 17:17:12.675,100255,3868,,
240,766,100.0,7068.6,THIAGO,THIAGO,2020-08-24 14:34:55.340,2020-08-24 14:34:55.340,100256,3898,,
241,768,100.0,7003.8,THIAGO,THIAGO,2020-08-24 18:02:48.335,2020-08-24 18:02:48.335,100257,3898,,
242,771,100.0,6460.0,THIAGO,THIAGO,2020-08-25 09:44:24.047,2020-08-25 09:44:24.047,100258,114,,
243,774,100.0,8500.0,THIAGO,THIAGO,2020-08-25 16:48:20.955,2020-08-25 16:48:20.955,100259,114,,
244,767,100.0,0.0,THIAGO,THIAGO,2020-08-26 16:07:35.475,2020-08-26 16:07:35.475,100260,4157,,
245,787,100.0,987.2,S,S,2020-08-27 08:50:43.691,2020-08-27 08:50:43.691,100261,5201,,
246,791,100.0,8282.4,THIAGO,THIAGO,2020-08-27 14:15:09.434,2020-08-27 14:15:09.434,100262,4444,,
247,770,100.0,0.0,THIAGO,THIAGO,2020-08-28 15:06:28.226,2020-08-28 15:06:28.226,100263,4157,,
248,796,100.0,1824.0,S,S,2020-08-28 18:09:57.239,2020-08-28 18:09:57.239,100264,136,,
249,797,100.0,1216.0,S,S,2020-08-28 18:16:59.719,2020-08-28 18:16:59.719,100265,136,,
250,798,100.0,1824.0,S,S,2020-08-28 18:27:29.709,2020-08-28 18:27:29.709,100266,136,,
251,806,100.0,7656.0,THIAGO,THIAGO,2020-08-29 11:31:16.893,2020-08-29 11:31:16.893,100267,3868,,
252,807,100.0,1201.56,THIAGO,THIAGO,2020-08-31 11:43:49.397,2020-08-31 11:43:49.412,100268,136,,
